종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
281820,케이씨텍,"12,350","200","1.65","12,350","12,200","127,431","1,563,077,250","12,300","12,400","12,000","500",원(KRW),"19,839,340","245,015,849,000",
145270,케이탑리츠,"1,055","-20","1.86","1,060","1,055","878,918","916,125,720","1,075","1,075","1,025","1,000",원(KRW),"44,212,673","46,644,370,015",
058860,케이티스,"2,880","95","3.41","2,880","2,875","444,489","1,247,434,165","2,800","2,885","2,730","500",원(KRW),"34,802,000","100,229,760,000",
007815,코리아써우,"2,705","0","0.00","2,705","2,700","231","623,725","2,685","2,705","2,685","500",원(KRW),"2,964,690","8,019,486,450",
007810,코리아써키트,"6,020","-40","0.66","6,020","5,980","50,659","303,576,790","6,060","6,070","5,940","500",원(KRW),"23,620,751","142,196,921,020",
00781K,코리아써키트2우B,"4,230","10","0.24","4,230","4,165","41","171,610","4,240","4,240","4,160","500",원(KRW),"783,699","3,315,046,770",
152330,코리아오토글라스,"13,450","50","0.37","13,450","13,400","133,642","1,792,155,300","13,200","13,500","13,200","5,000",원(KRW),"20,000,000","269,000,000,000",
003690,코리안리,"9,160","190","2.12","9,160","9,140","390,349","3,561,046,400","9,000","9,180","8,980","500",원(KRW),"120,369,116","1,102,581,102,560",
192820,코스맥스,"129,000","3,000","2.38","129,000","128,500","84,755","10,821,468,500","125,500","129,000","125,500","500",원(KRW),"10,049,509","1,296,386,661,000",
044820,코스맥스비티아이,"20,500","-100","0.49","20,500","20,450","19,288","394,547,750","20,450","20,750","20,250","500",원(KRW),"9,603,921","196,880,380,500",
005070,코스모신소재,"15,600","100","0.65","15,650","15,600","260,423","4,040,258,850","15,650","15,650","15,400","1,000",원(KRW),"19,747,965","308,068,254,000",
005420,코스모화학,"15,650","-200","1.26","15,700","15,650","421,455","6,543,231,750","15,750","15,850","15,300","5,000",원(KRW),"15,840,498","247,903,793,700",
071950,코아스,"1,670","160","10.60","1,670","1,665","4,502,616","7,524,226,265","1,525","1,760","1,515","500",원(KRW),"30,907,210","51,615,040,700",
002020,코오롱,"33,350","50","0.15","33,350","33,300","15,341","510,151,600","33,550","33,550","33,050","5,000",원(KRW),"12,626,426","421,091,307,100",
003070,코오롱글로벌,"8,230","-50","0.60","8,230","8,220","19,793","163,822,850","8,330","8,330","8,200","5,000",원(KRW),"25,210,438","207,481,904,740",
003075,코오롱글로벌우,"15,250","-350","2.24","15,550","15,250","15,299","234,667,900","15,600","15,700","15,100","5,000",원(KRW),"312,803","4,770,245,750",
144620,코오롱머티리얼,"3,680","20","0.55","3,680","3,675","967,997","3,477,945,975","3,690","3,710","3,525","1,000",원(KRW),"45,000,000","165,600,000,000",
002025,코오롱우,"18,000","-150","0.83","18,000","17,800","1,081","19,480,700","18,250","18,250","17,700","5,000",원(KRW),"1,076,390","19,375,020,000",
120110,코오롱인더,"58,700","-600","1.01","58,800","58,700","99,281","5,819,020,500","59,000","59,700","58,100","5,000",원(KRW),"26,978,840","1,583,657,908,000",
120115,코오롱인더우,"24,900","-100","0.40","24,950","24,900","1,821","45,201,600","24,600","25,000","24,600","5,000",원(KRW),"2,767,860","68,919,714,000",
138490,코오롱플라스틱,"6,440","70","1.10","6,450","6,440","24,988","160,261,990","6,310","6,450","6,310","1,000",원(KRW),"38,000,000","244,720,000,000",
021240,코웨이,"82,700","-700","0.84","82,700","82,600","150,741","12,535,120,800","83,900","84,500","81,900","500",원(KRW),"73,799,619","6,103,228,491,300",
031820,콤텍시스템,"1,540","10","0.65","1,540","1,535","2,233,837","3,490,704,040","1,525","1,595","1,525","500",원(KRW),"47,851,466","73,691,257,640",
192400,쿠쿠홀딩스,"124,500","-500","0.40","125,000","124,500","6,743","845,082,000","125,000","127,000","124,000","500",원(KRW),"7,112,437","885,498,406,500",
284740,쿠쿠홈시스,"175,000","-2,000","1.13","175,500","175,000","1,544","272,261,500","175,500","178,000","175,000","500",원(KRW),"4,487,466","785,306,550,000",
015590,큐로,"534","6","1.14","534","533","95,443","50,797,568","537","538","527","500",원(KRW),"124,732,646","66,607,232,964",
264900,크라운제과,"10,600","-50","0.47","10,600","10,450","26,631","278,693,700","10,600","10,650","10,350","200",원(KRW),"12,523,850","132,752,810,000",
26490K,크라운제과우,"7,940","130","1.66","7,940","7,930","4,695","37,057,660","7,860","7,980","7,770","200",원(KRW),"773,560","6,142,066,400",
005740,크라운해태홀딩스,"12,050","150","1.26","12,050","12,000","45,520","544,475,000","11,900","12,100","11,700","500",원(KRW),"14,847,347","178,910,531,350",
005745,크라운해태홀딩스우,"13,200","500","3.94","13,200","13,100","20,448","264,332,650","12,750","13,200","12,550","500",원(KRW),"600,726","7,929,583,200",
020120,키다리스튜디오,"2,530","-10","0.39","2,530","2,525","17,655","44,241,095","2,560","2,560","2,475","500",원(KRW),"15,832,549","40,056,348,970",
039490,키움증권,"86,700","600","0.70","86,700","86,600","58,556","5,103,609,900","86,500","87,900","86,200","5,000",원(KRW),"22,099,740","1,916,047,458,000",
012170,키위미디어그룹,"375","-3","0.79","376","375","894,781","337,734,977","384","384","375","500",원(KRW),"197,284,650","73,981,743,750",
015890,태경산업,"5,720","100","1.78","5,740","5,720","138,097","782,642,190","5,650","5,790","5,600","500",원(KRW),"29,228,750","167,188,450,000",
006890,태경화학,"5,360","-100","1.83","5,390","5,360","173,641","937,170,710","5,460","5,500","5,330","500",원(KRW),"11,600,000","62,176,000,000",
003240,태광산업,"1,381,000","22,000","1.62","1,381,000","1,377,000","743","1,023,587,000","1,351,000","1,399,000","1,351,000","5,000",원(KRW),"1,113,400","1,537,605,400,000",
011280,태림포장,"4,015","60","1.52","4,015","4,010","238,818","946,939,210","3,955","4,015","3,900","500",원(KRW),"70,805,940","284,285,849,100",
004100,태양금속,"1,590","-55","3.34","1,590","1,585","1,256,229","1,996,155,170","1,600","1,640","1,555","500",원(KRW),"36,700,000","58,353,000,000",
004105,태양금속우,"3,505","-85","2.37","3,545","3,505","102,781","363,599,990","3,590","3,595","3,500","500",원(KRW),"3,300,000","11,566,500,000",
009410,태영건설,"13,050","-250","1.88","13,100","13,050","290,227","3,813,982,400","13,300","13,350","13,050","500",원(KRW),"76,400,000","997,020,000,000",
009415,태영건설우,"6,540","20","0.31","6,540","6,530","50,003","324,286,040","6,450","6,560","6,380","500",원(KRW),"2,557,480","16,725,919,200",
001420,태원물산,"6,440","190","3.04","6,450","6,440","332,579","2,192,818,700","6,200","7,040","6,190","500",원(KRW),"7,600,000","48,944,000,000",
007980,태평양물산,"2,590","20","0.78","2,590","2,580","66,520","172,282,610","2,570","2,605","2,570","500",원(KRW),"49,911,742","129,271,411,780",
055490,테이팩스,"22,900","-150","0.65","22,900","22,850","9,211","209,638,400","23,250","23,250","22,550","500",원(KRW),"4,717,650","108,034,185,000",
078000,텔코웨어,"13,200","50","0.38","13,200","13,150","9,273","122,098,150","13,150","13,250","13,100","500",원(KRW),"9,702,706","128,075,719,200",
214420,토니모리,"12,850","-200","1.53","12,850","12,800","99,730","1,285,719,350","13,000","13,150","12,700","200",원(KRW),"17,640,000","226,674,000,000",
140890,트러스제7호,"3,020","-130","4.13","3,020","3,010","8,752","26,258,010","3,130","3,130","2,995","5,000",원(KRW),"9,686,000","29,251,720,000",
019180,티에이치엔,"2,760","30","1.10","2,775","2,760","219,426","610,488,035","2,720","2,850","2,685","500",원(KRW),"18,000,000","49,680,000,000",
091810,티웨이항공,"7,660","190","2.54","7,660","7,650","214,175","1,628,741,530","7,480","7,700","7,410","500",원(KRW),"46,974,812","359,827,059,920",
004870,티웨이홀딩스,"2,600","-5","0.19","2,605","2,600","224,974","583,342,910","2,620","2,625","2,580","500",원(KRW),"75,437,074","196,136,392,400",
005690,파미셀,"16,550","-1,150","6.50","16,600","16,550","2,815,956","46,839,572,100","17,200","17,350","15,850","500",원(KRW),"59,958,950","992,320,622,500",
036580,팜스코,"8,270","-90","1.08","8,290","8,270","45,890","381,296,740","8,360","8,390","8,220","500",원(KRW),"36,727,943","303,740,088,610",
028670,팬오션,"4,480","-45","0.99","4,485","4,480","2,455,621","11,014,285,310","4,525","4,565","4,450","1,000",원(KRW),"534,569,207","2,394,870,047,360",
010820,퍼스텍,"3,310","180","5.75","3,310","3,305","1,242,444","4,049,672,260","3,170","3,315","3,135","500",원(KRW),"46,764,840","154,791,620,400",
016800,퍼시스,"30,750","350","1.15","30,750","30,500","2,182","66,343,500","30,350","30,750","30,350","1,000",원(KRW),"11,500,000","353,625,000,000",
001020,페이퍼코리아,"1,025","-15","1.44","1,025","1,020","270,546","274,617,615","1,030","1,040","1,000","500",원(KRW),"73,374,054","75,208,405,350",
090080,평화산업,"2,800","60","2.19","2,800","2,795","934,604","2,549,410,850","2,770","2,805","2,655","500",원(KRW),"37,403,844","104,730,763,200",
010770,평화홀딩스,"7,460","-180","2.36","7,500","7,460","328,382","2,435,588,490","7,720","7,720","7,200","500",원(KRW),"14,625,466","109,105,976,360",
058430,포스코강판,"20,550","-200","0.96","20,550","20,500","2,837","58,301,400","20,800","20,850","20,450","5,000",원(KRW),"6,000,000","123,300,000,000",
047050,포스코대우,"19,550","-450","2.25","19,550","19,500","233,029","4,584,112,500","19,850","20,000","19,500","5,000",원(KRW),"123,375,149","2,411,984,162,950",
007630,폴루스바이오팜,"4,375","-135","2.99","4,375","4,370","1,086,323","4,734,367,445","4,350","4,470","4,310","500",원(KRW),"36,164,342","158,218,996,250",
017810,풀무원,"83,900","-1,000","1.18","84,000","83,900","5,977","501,996,500","85,000","85,000","83,700","5,000",원(KRW),"3,809,095","319,583,070,500",
103140,풍산,"30,950","450","1.48","30,950","30,900","122,542","3,769,866,050","30,200","31,050","30,200","5,000",원(KRW),"28,024,278","867,351,404,100",
005810,풍산홀딩스,"38,050","200","0.53","38,200","38,050","1,690","64,444,000","38,400","38,400","37,800","5,000",원(KRW),"7,835,167","298,128,104,350",
033180,필룩스,"11,750","-150","1.26","11,750","11,700","1,969,742","23,555,856,100","11,950","12,350","11,700","500",원(KRW),"57,196,161","672,054,891,750",
086790,하나금융지주,"40,100","150","0.38","40,150","40,100","2,525,908","102,821,911,550","40,200","41,750","39,750","5,000",원(KRW),"300,242,062","12,039,706,686,200",
099340,하나니켈1호,"1,170","5","0.43","1,170","1,165","18,248","21,196,625","1,165","1,170","1,150","0",원(KRW),"22,756,200","26,624,754,000",
099350,하나니켈2호,"1,485","10","0.68","1,485","1,455","6,720","9,895,155","1,475","1,490","1,455","0",원(KRW),"3,284,000","4,876,740,000",
293480,하나제약,"23,600","500","2.16","23,650","23,600","377,050","9,040,815,100","23,500","24,550","23,350","500",원(KRW),"16,200,000","382,320,000,000",
039130,하나투어,"71,100","300","0.42","71,100","71,000","87,544","6,192,816,000","71,200","72,100","70,100","500",원(KRW),"11,616,185","825,910,753,500",
172580,하이골드12호,"2,805","40","1.45","2,805","2,800","45,884","128,023,770","2,770","2,810","2,770","5,000",원(KRW),"13,044,500","36,589,822,500",
153360,하이골드3호,"1,880","15","0.80","1,880","1,875","36,945","69,070,140","1,865","1,880","1,865","5,000",원(KRW),"16,149,790","30,361,605,200",
159650,하이골드8호,"1,255","20","1.62","1,255","1,250","39,714","49,649,510","1,240","1,265","1,240","5,000",원(KRW),"14,905,929","18,706,940,895",
071090,하이스틸,"32,000","1,000","3.23","32,000","31,950","34,649","1,104,402,200","31,050","32,400","31,050","5,000",원(KRW),"1,999,944","63,998,208,000",
019490,하이트론,"3,650","-95","2.54","3,690","3,650","8,383","30,735,450","3,670","3,740","3,610","2,500",원(KRW),"5,530,735","20,187,182,750",
000080,하이트진로,"16,750","-150","0.89","16,800","16,750","121,151","2,033,190,300","16,900","16,950","16,650","5,000",원(KRW),"70,133,611","1,174,737,984,250",
000087,하이트진로2우B,"14,500","-50","0.34","14,550","14,500","380","5,461,250","14,550","14,550","14,300","5,000",원(KRW),"1,130,138","16,387,001,000",
000140,하이트진로홀딩스,"7,700","-70","0.90","7,700","7,690","2,662","20,548,390","7,800","7,800","7,680","5,000",원(KRW),"23,206,765","178,692,090,500",
000145,하이트진로홀딩스우,"8,220","190","2.37","8,190","8,050","1,948","15,555,320","8,100","8,390","7,830","5,000",원(KRW),"470,810","3,870,058,200",
152550,한국ANKOR유전,"1,765","15","0.86","1,765","1,760","15,676","27,445,940","1,750","1,765","1,740","0",원(KRW),"70,020,000","123,585,300,000",
036460,한국가스공사,"53,900","-200","0.37","53,900","53,800","138,030","7,404,240,500","54,000","54,500","53,200","5,000",원(KRW),"92,313,000","4,975,670,700,000",
005430,한국공항,"46,300","-500","1.07","46,400","46,300","6,331","292,127,150","47,200","47,250","45,250","5,000",원(KRW),"3,166,355","146,602,236,500",
071050,한국금융지주,"64,200","-100","0.16","64,200","64,100","102,290","6,595,239,100","64,300","65,200","64,000","5,000",원(KRW),"55,725,992","3,577,608,686,400",
071055,한국금융지주우,"35,800","250","0.70","35,900","35,800","2,181","77,987,900","36,200","36,200","35,650","5,000",원(KRW),"5,858,251","209,725,385,800",
010040,한국내화,"8,800","-200","2.22","8,810","8,800","2,603,079","23,593,883,790","9,090","9,290","8,720","500",원(KRW),"22,863,632","201,199,961,600",
025540,한국단자,"42,000","-200","0.47","42,150","42,000","10,539","443,983,700","42,100","42,750","41,500","500",원(KRW),"10,415,000","437,430,000,000",
004090,한국석유,"164,000","5,500","3.47","164,500","164,000","10,501","1,710,028,500","160,000","165,500","157,500","5,000",원(KRW),"655,200","107,452,800,000",
002960,한국쉘석유,"329,000","-2,000","0.60","330,500","329,000","731","241,371,500","327,000","332,000","327,000","5,000",원(KRW),"1,300,000","427,700,000,000",
123890,한국자산신탁,"4,465","30","0.68","4,465","4,455","41,231","184,377,100","4,440","4,490","4,435","500",원(KRW),"102,739,889","458,733,604,385",
015760,한국전력,"33,900","-600","1.74","33,950","33,900","1,089,514","37,009,863,700","34,400","34,450","33,700","5,000",원(KRW),"641,964,077","21,762,582,210,300",
006200,한국전자홀딩스,"830","7","0.85","830","829","60,811","50,267,404","823","831","819","500",원(KRW),"46,803,136","38,846,602,880",
002300,한국제지,"19,050","-50","0.26","19,050","18,900","7,246","138,455,900","19,050","19,350","18,850","5,000",원(KRW),"5,004,949","95,344,278,450",
023350,한국종합기술,"6,910","190","2.83","6,910","6,900","401,575","2,770,498,600","6,730","6,980","6,700","500",원(KRW),"10,950,000","75,664,500,000",
025890,한국주강,"2,295","-25","1.08","2,295","2,290","81,330","188,598,845","2,325","2,380","2,290","500",원(KRW),"11,309,259","25,954,749,405",
000970,한국주철관,"10,300","370","3.73","10,300","10,250","128,898","1,321,961,350","9,980","10,500","9,900","500",원(KRW),"22,800,500","234,845,150,000",
104700,한국철강,"5,710","-20","0.35","5,710","5,700","18,414","104,835,820","5,690","5,740","5,670","1,000",원(KRW),"46,050,000","262,945,500,000",
017960,한국카본,"7,480","-210","2.73","7,490","7,480","655,933","4,906,082,570","7,750","7,750","7,360","500",원(KRW),"43,960,757","328,826,462,360",
161890,한국콜마,"67,500","300","0.45","67,600","67,500","81,436","5,520,302,800","67,200","68,300","67,200","500",원(KRW),"22,346,698","1,508,402,115,000",
024720,한국콜마홀딩스,"31,350","500","1.62","31,400","31,350","105,564","3,357,492,050","30,850","32,500","30,800","500",원(KRW),"17,938,966","562,386,584,100",
161390,한국타이어,"42,100","300","0.72","42,100","42,050","183,540","7,685,085,792","41,850","42,200","41,550","500",원(KRW),"123,875,069","5,215,140,404,900",
000240,한국타이어월드와이드,"16,000","-100","0.62","16,050","16,000","43,440","696,963,600","16,050","16,150","15,900","500",원(KRW),"93,020,173","1,488,322,768,000",
034830,한국토지신탁,"2,625","-15","0.57","2,630","2,625","329,049","864,499,905","2,640","2,650","2,605","1,000",원(KRW),"252,489,230","662,784,228,750",
007280,한국특수형강,"2,345","15","0.64","2,345","2,335","86,983","203,205,320","2,365","2,365","2,310","500",원(KRW),"32,353,490","75,868,934,050",
168490,한국패러랠,"2,450","0","0.00","2,450","2,445","38,917","95,109,760","2,445","2,485","2,440","0",원(KRW),"80,020,000","196,049,000,000",
010100,한국프랜지,"1,755","-30","1.68","1,755","1,740","46,498","81,358,525","1,750","1,780","1,730","1,000",원(KRW),"30,450,420","53,440,487,100",
047810,한국항공우주,"33,650","-450","1.32","33,700","33,650","378,294","12,797,090,050","34,350","34,400","33,650","5,000",원(KRW),"97,475,107","3,280,037,350,550",
123690,한국화장품,"12,400","50","0.40","12,400","12,350","165,521","2,041,767,700","12,200","12,450","12,200","500",원(KRW),"16,068,000","199,243,200,000",
003350,한국화장품제조,"37,550","200","0.54","37,550","37,500","29,317","1,100,866,750","37,650","38,100","37,300","500",원(KRW),"4,532,000","170,176,600,000",
011500,한농화성,"4,260","20","0.47","4,260","4,255","14,338","61,009,435","4,300","4,365","4,215","500",원(KRW),"15,637,042","66,613,798,920",
002390,한독,"26,700","100","0.38","26,700","26,650","43,530","1,157,937,600","26,800","26,800","26,300","500",원(KRW),"13,763,533","367,486,331,100",
014790,한라,"5,380","250","4.87","5,380","5,370","548,221","2,928,067,650","5,180","5,460","5,150","5,000",원(KRW),"38,874,942","209,147,187,960",
060980,한라홀딩스,"42,750","-950","2.17","42,800","42,750","20,599","888,665,350","43,700","44,100","42,750","5,000",원(KRW),"10,472,070","447,680,992,500",
053690,한미글로벌,"12,900","900","7.50","12,950","12,900","3,215,342","43,430,147,250","12,150","14,550","12,000","500",원(KRW),"10,957,550","141,352,395,000",
042700,한미반도체,"8,170","190","2.38","8,170","8,160","559,497","4,607,912,410","8,010","8,380","8,010","200",원(KRW),"57,223,890","467,519,181,300",
008930,한미사이언스,"73,500","200","0.27","73,600","73,500","33,438","2,474,168,400","74,000","74,600","73,500","500",원(KRW),"64,742,860","4,758,600,210,000",
128940,한미약품,"433,500","-500","0.12","434,000","433,500","20,819","9,052,922,000","434,000","437,500","432,500","2,500",원(KRW),"11,612,184","5,033,881,764,000",
009240,한샘,"73,800","2,000","2.79","73,900","73,800","163,754","12,030,019,700","72,500","74,100","71,600","1,000",원(KRW),"23,533,928","1,736,803,886,400",
020000,한섬,"36,950","-50","0.14","36,950","36,800","66,472","2,440,201,300","36,800","37,100","36,500","500",원(KRW),"24,630,000","910,078,500,000",
003680,한성기업,"6,390","60","0.95","6,390","6,380","23,623","149,922,290","6,350","6,420","6,280","5,000",원(KRW),"5,933,871","37,917,435,690",
105630,한세실업,"20,500","50","0.24","20,550","20,500","109,796","2,260,467,750","20,450","20,800","20,350","500",원(KRW),"40,000,000","820,000,000,000",
069640,한세엠케이,"7,950","-260","3.17","7,990","7,950","14,372","115,039,100","8,190","8,190","7,920","500",원(KRW),"12,909,322","102,629,109,900",
016450,한세예스24홀딩스,"8,190","30","0.37","8,190","8,160","25,709","210,629,690","8,160","8,230","8,100","500",원(KRW),"40,000,000","327,600,000,000",
010420,한솔PNS,"1,445","10","0.70","1,450","1,445","52,042","74,910,770","1,440","1,450","1,430","500",원(KRW),"20,493,012","29,612,402,340",
009180,한솔로지스틱스,"1,505","-10","0.66","1,510","1,505","189,131","285,998,525","1,520","1,535","1,500","500",원(KRW),"27,477,425","41,353,524,625",
213500,한솔제지,"17,200","50","0.29","17,250","17,200","64,386","1,111,139,200","17,200","17,450","17,100","5,000",원(KRW),"23,800,576","409,369,907,200",
014680,한솔케미칼,"83,600","-1,400","1.65","83,900","83,600","25,467","2,142,103,300","84,500","85,700","83,500","5,000",원(KRW),"11,295,195","944,278,302,000",
004710,한솔테크닉스,"7,500","20","0.27","7,510","7,500","34,008","255,186,430","7,410","7,560","7,410","5,000",원(KRW),"22,109,878","165,824,085,000",
004150,한솔홀딩스,"4,845","-165","3.29","4,860","4,845","167,177","813,570,230","5,040","5,040","4,705","5,000",원(KRW),"46,359,871","224,613,574,995",
025750,한솔홈데코,"1,650","60","3.77","1,650","1,645","3,426,154","5,583,148,950","1,615","1,650","1,600","1,000",원(KRW),"80,565,149","132,932,495,850",
004960,한신공영,"18,750","1,050","5.93","18,800","18,750","233,346","4,428,306,100","18,800","19,600","18,600","5,000",원(KRW),"11,570,702","216,950,662,500",
011700,한신기계,"2,425","-25","1.02","2,440","2,425","86,723","210,158,545","2,450","2,470","2,410","500",원(KRW),"32,446,151","78,681,916,175",
001750,한양증권,"6,930","-160","2.26","6,990","6,930","14,024","98,004,850","7,090","7,090","6,930","5,000",원(KRW),"12,728,534","88,208,740,620",
001755,한양증권우,"7,810","-50","0.64","7,810","7,800","762","5,943,630","7,890","7,890","7,700","5,000",원(KRW),"525,000","4,100,250,000",
018880,한온시스템,"12,500","-300","2.34","12,550","12,500","816,779","10,300,478,500","12,700","12,800","12,500","100",원(KRW),"533,800,000","6,672,500,000,000",
009420,한올바이오파마,"35,900","1,050","3.01","35,900","35,850","739,711","26,349,228,600","35,200","36,150","34,500","500",원(KRW),"52,240,638","1,875,438,904,200",
014130,한익스프레스,"4,770","-25","0.52","4,770","4,760","10,729","51,365,245","4,850","4,850","4,740","500",원(KRW),"12,000,000","57,240,000,000",
300720,한일시멘트,"150,500","8,500","5.99","151,000","150,500","20,892","3,076,561,500","143,000","153,500","140,500","5,000",원(KRW),"4,144,970","623,817,985,000",
002220,한일철강,"20,550","250","1.23","20,550","20,400","4,757","96,641,200","20,250","20,550","20,100","5,000",원(KRW),"2,232,233","45,872,388,150",
006390,한일현대시멘트,"54,900","2,800","5.37","54,900","54,800","176,984","9,616,363,100","52,900","55,700","52,800","5,000",원(KRW),"16,758,544","920,044,065,600",
003300,한일홀딩스,"59,100","1,100","1.90","59,100","58,900","8,200","482,256,100","58,200","59,500","58,000","5,000",원(KRW),"5,995,844","354,354,380,400",
051600,한전KPS,"33,250","-700","2.06","33,300","33,250","194,769","6,503,323,400","33,950","34,050","33,100","200",원(KRW),"45,000,000","1,496,250,000,000",
052690,한전기술,"26,050","-100","0.38","26,100","26,050","72,916","1,891,697,750","25,800","26,400","25,550","200",원(KRW),"38,220,000","995,631,000,000",
130660,한전산업,"3,680","0","0.00","3,680","3,675","24,032","88,436,455","3,705","3,705","3,670","500",원(KRW),"32,600,000","119,968,000,000",
002320,한진,"42,400","2,150","5.34","42,400","42,350","385,747","16,021,402,700","40,450","43,100","38,800","5,000",원(KRW),"11,974,656","507,725,414,400",
097230,한진중공업,"1,235","-10","0.80","1,240","1,235","5,262,831","6,555,048,045","1,255","1,305","1,190","5,000",원(KRW),"106,052,508","130,974,847,380",
003480,한진중공업홀딩스,"2,885","-50","1.70","2,885","2,880","86,650","252,118,775","2,995","2,995","2,850","5,000",원(KRW),"29,529,812","85,193,507,620",
180640,한진칼,"28,300","600","2.17","28,300","28,250","1,240,105","35,238,188,850","27,100","29,350","27,100","2,500",원(KRW),"59,170,458","1,674,523,961,400",
18064K,한진칼우,"17,600","250","1.44","17,850","17,600","41,376","752,758,450","17,350","19,200","17,000","2,500",원(KRW),"536,766","9,447,081,600",
005110,한창,"2,120","85","4.18","2,120","2,115","2,736,855","5,738,214,865","2,040","2,140","2,020","500",원(KRW),"34,790,269","73,755,370,280",
009460,한창제지,"3,400","20","0.59","3,405","3,400","7,894,071","26,699,396,695","3,355","3,490","3,260","500",원(KRW),"59,667,486","202,869,452,400",
000880,한화,"34,000","-1,150","3.27","34,000","33,950","231,415","7,928,387,200","35,200","35,200","33,750","5,000",원(KRW),"74,958,735","2,548,596,990,000",
00088K,한화3우B,"15,350","0","0.00","15,400","15,350","18,656","286,833,800","15,500","15,500","15,300","5,000",원(KRW),"22,472,000","344,945,200,000",
027390,한화갤러리아타임월드,"29,850","0","0.00","29,850","29,800","14,803","438,615,350","29,850","29,900","29,450","5,000",원(KRW),"6,000,131","179,103,910,350",
088350,한화생명,"4,335","35","0.81","4,335","4,330","1,291,327","5,596,261,335","4,300","4,350","4,295","5,000",원(KRW),"868,530,000","3,765,077,550,000",
000370,한화손해보험,"5,410","-10","0.18","5,410","5,400","149,763","808,756,270","5,420","5,440","5,360","5,000",원(KRW),"116,738,915","631,557,530,150",
012450,한화에어로스페이스,"30,750","-650","2.07","30,800","30,750","217,639","6,717,433,500","31,250","31,400","30,700","5,000",원(KRW),"52,040,000","1,600,230,000,000",
000885,한화우,"21,350","100","0.47","21,450","21,350","8,804","187,036,800","21,350","21,600","21,000","5,000",원(KRW),"479,294","10,232,926,900",
009830,한화케미칼,"22,250","-200","0.89","22,300","22,250","439,738","9,811,032,800","22,550","22,650","22,150","5,000",원(KRW),"163,110,394","3,629,206,266,500",
009835,한화케미칼우,"12,500","-150","1.19","12,500","12,450","6,445","80,353,600","12,500","12,800","12,350","5,000",원(KRW),"1,123,737","14,046,712,500",
003530,한화투자증권,"2,435","20","0.83","2,435","2,425","472,694","1,146,412,095","2,415","2,455","2,385","5,000",원(KRW),"172,442,511","419,897,514,285",
003535,한화투자증권우,"2,370","25","1.07","2,370","2,365","134,309","318,232,750","2,340","2,440","2,310","5,000",원(KRW),"4,800,000","11,376,000,000",
195870,해성디에스,"13,350","-100","0.74","13,350","13,250","39,077","523,051,700","13,350","13,700","13,150","5,000",원(KRW),"17,000,000","226,950,000,000",
101530,해태제과식품,"10,800","-200","1.82","10,850","10,800","49,969","540,943,700","11,050","11,100","10,650","500",원(KRW),"29,116,822","314,461,677,600",
143210,핸즈코퍼레이션,"6,790","60","0.89","6,790","6,760","13,120","88,343,190","6,840","6,840","6,680","500",원(KRW),"21,863,268","148,451,589,720",
000720,현대건설,"64,500","2,300","3.70","64,600","64,500","1,151,133","73,705,708,900","62,500","65,000","62,400","5,000",원(KRW),"111,355,765","7,182,446,842,500",
267270,현대건설기계,"55,900","800","1.45","56,000","55,900","170,425","9,444,566,300","55,700","56,200","54,300","5,000",원(KRW),"19,700,793","1,101,274,328,700",
000725,현대건설우,"226,500","52,000","29.80","0","226,500","37,170","7,832,298,000","179,500","226,500","179,000","5,000",원(KRW),"98,856","22,390,884,000",
005440,현대그린푸드,"14,050","300","2.18","14,100","14,050","195,657","2,740,820,000","13,750","14,200","13,750","500",원(KRW),"97,704,482","1,372,747,972,100",
086280,현대글로비스,"141,000","-1,000","0.70","141,000","140,500","46,837","6,630,989,500","141,000","142,500","140,500","500",원(KRW),"37,500,000","5,287,500,000,000",
064350,현대로템,"28,400","1,950","7.37","28,400","28,350","3,329,269","93,483,577,800","26,950","28,950","26,750","5,000",원(KRW),"85,000,000","2,414,000,000,000",
079430,현대리바트,"19,450","-200","1.02","19,450","19,400","67,308","1,308,077,800","19,650","19,800","19,250","1,000",원(KRW),"20,535,282","399,411,234,900",
012330,현대모비스,"224,000","-1,000","0.44","224,000","223,500","158,081","35,532,077,620","225,500","227,000","222,500","5,000",원(KRW),"97,343,863","21,805,025,312,000",
010620,현대미포조선,"59,300","-3,500","5.57","59,400","59,300","1,014,744","60,567,540,100","62,000","62,200","58,900","5,000",원(KRW),"39,942,149","2,368,569,435,700",
069960,현대백화점,"95,500","-100","0.10","95,500","95,200","43,308","4,126,358,400","95,500","96,000","94,200","5,000",원(KRW),"23,402,441","2,234,933,115,500",
004560,현대비앤지스틸,"11,300","150","1.35","11,300","11,250","93,530","1,056,894,800","11,200","11,550","11,050","5,000",원(KRW),"15,078,811","170,390,564,300",
004565,현대비앤지스틸우,"71,400","9,400","15.16","71,400","71,300","76,610","5,529,558,000","61,600","77,900","61,600","5,000",원(KRW),"109,852","7,843,432,800",
011760,현대상사,"34,400","2,800","8.86","34,400","34,350","656,783","22,147,389,750","32,100","34,800","31,900","5,000",원(KRW),"13,228,966","455,076,430,400",
011200,현대상선,"4,235","230","5.74","4,235","4,230","2,831,296","11,811,345,870","4,010","4,295","4,010","5,000",원(KRW),"313,805,827","1,328,967,677,345",
