종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
006880,신송홀딩스,"4,680","5","0.11","4,750","4,680","12,840","59,903,140","4,700","4,785","4,610","500",원(KRW),"11,828,858","55,359,055,440",
005800,신영와코루,"135,000","-500","0.37","135,000","133,000","121","16,247,000","137,500","137,500","133,000","5,000",원(KRW),"900,000","121,500,000,000",
001720,신영증권,"59,900","500","0.84","59,900","59,400","940","56,200,600","60,400","60,400","59,300","5,000",원(KRW),"9,386,237","562,235,596,300",
001725,신영증권우,"55,200","0","0.00","55,200","55,100","160","8,830,000","55,100","55,400","55,000","5,000",원(KRW),"7,053,763","389,367,717,600",
009270,신원,"3,100","165","5.62","3,100","3,095","9,051,177","27,701,346,220","2,980","3,165","2,950","500",원(KRW),"80,788,152","250,443,271,200",
009275,신원우,"69,400","3,400","5.15","69,400","69,200","3,221","221,546,000","65,100","70,200","65,100","500",원(KRW),"90,740","6,297,356,000",
002700,신일산업,"1,445","10","0.70","1,445","1,440","709,042","1,022,458,325","1,435","1,455","1,430","500",원(KRW),"71,047,521","102,663,667,845",
019170,신풍제약,"7,160","-90","1.24","7,170","7,160","390,196","2,798,700,230","7,240","7,310","7,130","500",원(KRW),"52,984,990","379,372,528,400",
019175,신풍제약우,"6,400","-110","1.69","6,460","6,400","11,036","71,114,130","6,390","6,570","6,390","500",원(KRW),"2,200,000","14,080,000,000",
002870,신풍제지,"1,405","10","0.72","1,405","1,400","123,174","172,705,870","1,400","1,425","1,385","500",원(KRW),"34,958,700","49,116,973,500",
005450,신한,"4,675","25","0.54","4,675","4,670","17,902","82,991,150","4,600","4,675","4,600","5,000",원(KRW),"7,022,839","32,831,772,325",
293940,신한알파리츠,"5,560","-70","1.24","5,590","5,560","37,783","212,010,780","5,620","5,660","5,560","1,000",원(KRW),"38,106,123","211,870,043,880",
055550,신한지주,"43,500","300","0.69","43,500","43,450","1,419,085","62,115,306,000","43,500","44,250","43,200","5,000",원(KRW),"474,199,587","20,627,682,034,500",
001770,신화실업,"21,500","200","0.94","21,500","21,250","1,431","30,554,650","21,300","21,500","21,150","5,000",원(KRW),"1,214,878","26,119,877,000",
004080,신흥,"10,200","100","0.99","10,250","10,200","2,171","21,999,250","10,150","10,200","10,100","500",원(KRW),"9,600,000","97,920,000,000",
102280,쌍방울,"1,120","25","2.28","1,120","1,115","1,782,151","1,987,042,055","1,100","1,135","1,095","500",원(KRW),"129,124,213","144,619,118,560",
003410,쌍용양회,"6,830","230","3.48","6,840","6,830","3,166,364","21,517,152,600","6,600","6,930","6,600","1,000",원(KRW),"503,859,595","3,441,361,033,850",
003415,쌍용양회우,"5,920","230","4.04","5,930","5,920","119,402","701,145,870","5,730","6,010","5,650","1,000",원(KRW),"1,543,685","9,138,615,200",
003620,쌍용차,"4,985","25","0.50","4,985","4,980","282,482","1,409,402,785","4,960","5,030","4,905","5,000",원(KRW),"137,949,396","687,677,739,060",
004770,써니전자,"2,930","325","12.48","2,930","2,925","27,339,929","81,825,159,310","2,695","3,195","2,670","500",원(KRW),"29,976,480","87,831,086,400",
004920,씨아이테크,"542","3","0.56","542","541","102,624","55,377,697","539","544","534","500",원(KRW),"54,212,316","29,383,075,272",
112610,씨에스윈드,"28,500","900","3.26","28,500","28,450","57,077","1,617,850,800","27,450","28,700","27,450","500",원(KRW),"17,285,715","492,642,877,500",
008700,아남전자,"2,750","-5","0.18","2,755","2,750","3,238,102","8,992,413,260","2,765","2,830","2,740","500",원(KRW),"77,124,820","212,093,255,000",
002790,아모레G,"68,100","-400","0.58","68,100","68,000","154,630","10,638,420,400","68,700","70,500","68,000","500",원(KRW),"82,458,180","5,615,402,058,000",
002795,아모레G우,"28,900","-100","0.34","29,000","28,900","4,598","133,152,150","29,400","29,500","28,750","500",원(KRW),"6,443,770","186,224,953,000",
090430,아모레퍼시픽,"182,500","1,000","0.55","182,500","182,000","371,918","68,527,312,664","181,500","187,000","181,500","500",원(KRW),"58,458,490","10,668,674,425,000",
090435,아모레퍼시픽우,"102,000","0","0.00","102,000","101,500","7,922","804,353,000","102,000","102,500","100,000","500",원(KRW),"10,557,830","1,076,898,660,000",
002030,아세아,"125,500","500","0.40","126,000","125,500","1,414","176,162,000","124,500","126,000","120,500","5,000",원(KRW),"2,191,024","274,973,512,000",
183190,아세아시멘트,"134,000","6,500","5.10","134,500","134,000","43,375","5,752,172,000","128,500","135,500","126,000","5,000",원(KRW),"3,895,809","522,038,406,000",
002310,아세아제지,"32,950","350","1.07","33,000","32,950","21,834","717,607,550","32,600","33,400","32,350","5,000",원(KRW),"8,956,502","295,116,740,900",
267850,아시아나IDT,"14,250","700","5.17","14,250","14,150","89,471","1,229,374,650","13,450","14,300","13,100","500",원(KRW),"11,100,000","158,175,000,000",
020560,아시아나항공,"4,380","15","0.34","4,380","4,370","452,113","1,973,865,510","4,370","4,390","4,340","5,000",원(KRW),"205,235,294","898,930,587,720",
122900,아이마켓코리아,"7,820","-180","2.25","7,830","7,820","44,277","347,239,780","8,000","8,030","7,680","500",원(KRW),"35,943,340","281,076,918,800",
010780,아이에스동서,"30,100","-150","0.50","30,150","30,100","32,239","971,000,100","30,250","30,450","29,800","500",원(KRW),"30,853,371","928,686,467,100",
033660,아주캐피탈,"9,070","170","1.91","9,070","9,060","188,687","1,694,359,370","8,900","9,140","8,800","5,000",원(KRW),"57,545,890","521,941,222,300",
101140,아티스,"5,130","100","1.99","5,130","5,120","149,673","757,570,910","5,100","5,180","4,950","500",원(KRW),"28,995,962","148,749,285,060",
001780,알루코,"3,170","75","2.42","3,180","3,170","445,714","1,407,420,305","3,120","3,230","3,070","500",원(KRW),"74,524,102","236,241,403,340",
002250,알보젠코리아,"28,500","200","0.71","28,500","28,300","1,716","48,656,500","28,400","28,500","28,250","5,000",원(KRW),"11,857,922","337,950,777,000",
018250,애경산업,"40,100","-250","0.62","40,150","40,100","162,473","6,554,819,350","40,350","40,600","40,100","1,000",원(KRW),"26,289,135","1,054,194,313,500",
161000,애경유화,"8,980","20","0.22","8,980","8,970","123,030","1,095,572,620","8,960","9,060","8,840","500",원(KRW),"32,040,000","287,719,200,000",
011090,에넥스,"1,445","0","0.00","1,450","1,445","4,258,767","6,342,499,680","1,530","1,570","1,420","500",원(KRW),"59,991,641","86,687,921,245",
005850,에스엘,"19,900","-300","1.49","19,900","19,850","42,967","854,770,500","20,050","20,250","19,700","500",원(KRW),"33,865,090","673,915,291,000",
012750,에스원,"103,000","0","0.00","103,000","102,500","43,577","4,492,021,000","101,500","105,000","101,500","500",원(KRW),"37,999,178","3,913,915,334,000",
023960,에쓰씨엔지니어링,"1,735","35","2.06","1,735","1,725","30,539","52,470,975","1,685","1,740","1,680","500",원(KRW),"25,016,587","43,403,778,445",
298690,에어부산,"4,535","-40","0.87","4,535","4,530","283,920","1,292,239,040","4,575","4,600","4,520","1,000",원(KRW),"52,070,000","236,137,450,000",
140910,에이리츠,"5,720","90","1.60","5,730","5,720","13,981","79,991,280","5,750","5,800","5,630","5,000",원(KRW),"3,675,909","21,026,199,480",
078520,에이블씨엔씨,"12,050","100","0.84","12,050","12,000","125,412","1,521,337,150","11,950","12,350","11,950","500",원(KRW),"27,033,459","325,753,180,950",
015260,에이엔피,"427","2","0.47","427","425","194,980","82,494,122","423","434","421","500",원(KRW),"82,784,868","35,349,138,636",
007460,에이프로젠 KIC,"2,870","-65","2.21","2,875","2,870","3,492,443","10,082,159,580","2,930","2,945","2,860","500",원(KRW),"98,393,559","282,389,514,330",
003060,에이프로젠제약,"2,405","-35","1.43","2,410","2,405","340,213","826,298,800","2,450","2,465","2,400","500",원(KRW),"107,882,194","259,456,676,570",
036570,엔씨소프트,"474,000","5,500","1.17","474,500","474,000","79,604","37,708,171,000","468,500","478,000","466,000","500",원(KRW),"21,939,022","10,399,096,428,000",
138250,엔에스쇼핑,"13,550","0","0.00","13,550","13,500","3,123","41,985,750","13,500","13,600","13,350","500",원(KRW),"33,696,000","456,580,800,000",
085310,엔케이,"2,030","-80","3.79","2,035","2,030","4,401,741","8,823,856,520","2,105","2,130","1,955","500",원(KRW),"79,983,352","162,366,204,560",
009810,엔케이물산,"785","-2","0.25","786","785","2,736,713","2,090,835,405","780","815","737","500",원(KRW),"81,238,723","63,772,397,555",
900140,엘브이엠씨홀딩스,"2,715","0","0.00","2,720","2,715","57,512","155,262,175","2,715","2,735","2,685","0.25",미국달러(USD),"47,869,508","129,965,714,220",
014440,영보화학,"3,865","10","0.26","3,865","3,860","19,957","76,650,805","3,820","3,865","3,815","500",원(KRW),"20,000,000","77,300,000,000",
111770,영원무역,"34,100","-600","1.73","34,150","34,100","98,832","3,379,514,150","34,700","34,850","34,000","500",원(KRW),"44,311,468","1,511,021,058,800",
009970,영원무역홀딩스,"61,200","-400","0.65","61,200","61,000","1,735","105,847,600","61,100","61,800","60,400","500",원(KRW),"13,635,592","834,498,230,400",
003520,영진약품,"6,480","0","0.00","6,490","6,480","1,876,653","12,149,535,870","6,540","6,650","6,370","500",원(KRW),"182,892,731","1,185,144,896,880",
000670,영풍,"763,000","-5,000","0.65","764,000","763,000","780","599,025,000","768,000","774,000","760,000","5,000",원(KRW),"1,842,040","1,405,476,520,000",
006740,영풍제지,"3,625","65","1.83","3,625","3,620","25,405","91,219,275","3,560","3,635","3,540","500",원(KRW),"22,200,000","80,475,000,000",
012280,영화금속,"1,455","-30","2.02","1,460","1,455","366,926","539,356,450","1,510","1,510","1,455","500",원(KRW),"45,451,006","66,131,213,730",
012160,영흥철강,"1,295","25","1.97","1,295","1,290","724,432","931,455,850","1,285","1,310","1,265","500",원(KRW),"85,826,509","111,145,329,155",
015360,예스코홀딩스,"41,800","500","1.21","41,900","41,800","192","8,012,550","41,300","42,400","41,300","5,000",원(KRW),"6,000,000","250,800,000,000",
007310,오뚜기,"774,000","-5,000","0.64","775,000","774,000","2,423","1,879,850,000","779,000","785,000","773,000","5,000",원(KRW),"3,605,237","2,790,453,438,000",
079440,오렌지라이프,"29,700","-250","0.83","29,700","29,650","67,296","1,996,228,650","29,950","29,950","29,300","1,000",원(KRW),"82,000,000","2,435,400,000,000",
002630,오리엔트바이오,"580","-24","3.97","581","580","6,551,622","3,869,106,235","609","635","577","500",원(KRW),"168,535,104","97,750,360,320",
271560,오리온,"112,000","-1,500","1.32","112,500","112,000","118,747","13,357,522,500","113,500","114,500","111,500","500",원(KRW),"39,536,132","4,428,046,784,000",
001800,오리온홀딩스,"18,850","0","0.00","18,900","18,850","106,635","2,042,096,200","18,650","19,400","18,650","500",원(KRW),"62,645,422","1,180,866,204,700",
070960,용평리조트,"12,000","2,750","29.73","12,000","11,950","24,476,754","273,822,450,500","10,700","12,000","10,150","5,000",원(KRW),"48,133,333","577,599,996,000",
004720,우리들제약,"8,320","-230","2.69","8,330","8,320","380,856","3,176,962,830","8,580","8,600","8,220","500",원(KRW),"11,570,324","96,265,095,680",
118000,우리들휴브레인,"2,740","-155","5.35","2,760","2,740","716,394","1,953,227,350","2,830","2,830","2,665","500",원(KRW),"24,298,019","66,576,572,060",
000030,우리은행,"14,800","0","0.00","0","0","0","0","0","0","0","5,000",원(KRW),"676,000,000","10,004,800,000,000",
010050,우리종금,"784","-3","0.38","784","783","1,986,686","1,560,662,020","788","793","781","500",원(KRW),"674,203,406","528,575,470,304",
006980,우성사료,"2,995","85","2.92","2,995","2,990","371,356","1,106,798,965","2,910","3,020","2,910","500",원(KRW),"30,900,000","92,545,500,000",
017370,우신시스템,"6,650","90","1.37","6,650","6,640","58,038","384,273,000","6,650","6,700","6,490","500",원(KRW),"18,314,054","121,788,459,100",
105840,우진,"5,800","350","6.42","5,800","5,790","1,243,464","7,088,529,000","5,360","5,990","5,300","500",원(KRW),"17,543,127","101,750,136,600",
010400,우진아이엔에스,"10,750","-100","0.92","10,800","10,750","121,520","1,309,770,500","10,850","11,000","10,600","500",원(KRW),"7,622,000","81,936,500,000",
049800,우진플라임,"6,720","-20","0.30","6,730","6,720","243,141","1,612,682,790","6,620","6,750","6,490","500",원(KRW),"10,000,000","67,200,000,000",
016880,웅진,"2,345","-5","0.21","2,350","2,345","112,405","262,049,930","2,330","2,370","2,300","500",원(KRW),"74,166,668","173,920,836,460",
095720,웅진씽크빅,"3,210","-110","3.31","3,215","3,210","3,068,008","9,943,161,725","3,320","3,390","3,165","500",원(KRW),"76,621,165","245,953,939,650",
103130,웅진에너지,"1,800","-30","1.64","1,805","1,800","229,072","414,539,600","1,865","1,865","1,785","5,000",원(KRW),"30,895,419","55,611,754,200",
005820,원림,"19,150","300","1.59","19,200","19,150","215","4,090,000","19,000","19,400","18,800","5,000",원(KRW),"2,200,000","42,130,000,000",
010600,웰바이오텍,"5,420","560","11.52","5,430","5,420","1,677,120","8,844,460,340","4,910","5,550","4,910","500",원(KRW),"37,326,241","202,308,226,220",
008600,윌비스,"1,410","-40","2.76","1,415","1,410","776,605","1,100,306,980","1,460","1,460","1,400","1,000",원(KRW),"57,000,000","80,370,000,000",
033270,유나이티드제약,"23,600","200","0.85","23,650","23,600","37,775","892,721,200","23,400","23,950","23,400","500",원(KRW),"16,207,322","382,492,799,200",
014830,유니드,"47,150","0","0.00","47,200","47,150","17,328","807,541,300","47,000","47,450","45,650","5,000",원(KRW),"8,889,843","419,156,097,450",
000910,유니온,"5,220","225","4.50","5,220","5,210","1,488,709","7,861,253,330","4,955","5,650","4,955","500",원(KRW),"15,611,619","81,492,651,180",
047400,유니온머티리얼,"2,045","10","0.49","2,045","2,040","394,634","807,831,690","2,035","2,120","2,005","500",원(KRW),"42,000,000","85,890,000,000",
011330,유니켐,"1,735","5","0.29","1,740","1,735","850,287","1,490,140,330","1,785","1,795","1,730","500",원(KRW),"60,370,076","104,742,081,860",
077500,유니퀘스트,"6,830","30","0.44","6,840","6,830","42,386","288,557,420","6,770","6,900","6,730","500",원(KRW),"27,190,652","185,712,153,160",
002920,유성기업,"2,875","-5","0.17","2,875","2,870","4,048","11,649,915","2,885","2,895","2,860","500",원(KRW),"25,947,500","74,599,062,500",
000700,유수홀딩스,"8,910","-60","0.67","8,970","8,910","174,937","1,539,661,530","8,900","9,050","8,550","2,500",원(KRW),"26,041,812","232,032,544,920",
003470,유안타증권,"3,420","-5","0.15","3,425","3,420","360,880","1,235,830,805","3,425","3,440","3,410","5,000",원(KRW),"199,596,576","682,620,289,920",
003475,유안타증권우,"2,285","-45","1.93","2,300","2,285","32,650","74,718,910","2,330","2,345","2,250","5,000",원(KRW),"12,912,212","29,504,404,420",
011690,유양디앤유,"8,300","80","0.97","8,300","8,230","166,395","1,375,131,130","8,330","8,330","8,170","500",원(KRW),"56,710,939","470,700,793,700",
072130,유엔젤,"3,855","-45","1.15","3,870","3,855","48,800","190,136,670","3,900","4,010","3,850","500",원(KRW),"13,195,454","50,868,475,170",
000220,유유제약,"11,500","-100","0.86","11,500","11,450","48,013","552,512,600","11,600","11,700","11,400","1,000",원(KRW),"6,368,587","73,238,750,500",
000225,유유제약1우,"7,170","0","0.00","7,170","7,160","8,044","57,547,630","7,220","7,230","7,140","1,000",원(KRW),"1,133,465","8,126,944,050",
000227,유유제약2우B,"18,800","0","0.00","18,800","18,600","532","9,915,550","18,900","18,950","18,500","1,000",원(KRW),"164,080","3,084,704,000",
001200,유진투자증권,"2,790","5","0.18","2,795","2,790","256,395","715,714,350","2,785","2,820","2,765","5,000",원(KRW),"96,866,418","270,257,306,220",
000100,유한양행,"235,000","-3,000","1.26","235,000","234,500","35,246","8,326,539,000","238,000","239,500","234,500","5,000",원(KRW),"12,777,115","3,002,622,025,000",
000105,유한양행우,"211,500","-500","0.24","211,500","209,500","241","50,917,000","212,000","212,500","209,000","5,000",원(KRW),"236,188","49,953,762,000",
003460,유화증권,"12,450","-200","1.58","12,500","12,450","59,411","741,847,050","12,700","12,700","12,400","5,000",원(KRW),"11,340,483","141,189,013,350",
003465,유화증권우,"12,400","-150","1.20","12,450","12,400","1,524","18,971,800","12,400","12,550","12,400","5,000",원(KRW),"3,495,285","43,341,534,000",
008730,율촌화학,"14,900","-50","0.33","14,950","14,900","87,348","1,299,934,600","15,100","15,400","14,550","500",원(KRW),"24,800,000","369,520,000,000",
008250,이건산업,"13,050","500","3.98","13,050","13,000","680,116","8,858,376,750","12,750","13,300","12,650","5,000",원(KRW),"10,952,635","142,931,886,750",
025820,이구산업,"2,090","-10","0.48","2,100","2,090","199,019","418,468,165","2,105","2,145","2,065","500",원(KRW),"33,442,000","69,893,780,000",
214320,이노션,"69,700","-800","1.13","69,900","69,700","48,556","3,384,266,500","70,500","70,700","68,400","500",원(KRW),"20,000,000","1,394,000,000,000",
088260,이리츠코크렙,"4,800","5","0.10","4,810","4,800","17,650","84,741,380","4,815","4,815","4,795","500",원(KRW),"63,341,590","304,039,632,000",
139480,이마트,"180,000","-12,000","6.25","180,500","180,000","473,212","85,481,688,500","186,000","187,000","178,000","5,000",원(KRW),"27,875,819","5,017,647,420,000",
007660,이수페타시스,"5,880","-60","1.01","5,880","5,870","637,630","3,772,709,260","5,950","6,050","5,810","1,000",원(KRW),"41,268,398","242,658,180,240",
005950,이수화학,"10,250","50","0.49","10,250","10,200","19,020","194,553,350","10,200","10,300","10,150","5,000",원(KRW),"15,278,000","156,599,500,000",
015020,이스타코,"694","4","0.58","694","684","33,674","23,103,506","696","698","680","500",원(KRW),"42,851,600","29,739,010,400",
093230,이아이디,"201","1","0.50","202","201","338,373","68,000,271","201","202","199","200",원(KRW),"242,188,696","48,679,927,896",
102460,이연제약,"15,200","0","0.00","15,200","15,150","10,455","158,985,350","15,200","15,400","15,050","500",원(KRW),"16,770,000","254,904,000,000",
084680,이월드,"2,590","35","1.37","2,590","2,585","1,289,242","3,320,143,115","2,535","2,615","2,535","1,000",원(KRW),"90,509,897","234,420,633,230",
000760,이화산업,"19,850","-350","1.73","19,850","19,800","556","11,018,600","20,400","20,400","19,700","5,000",원(KRW),"2,800,000","55,580,000,000",
014990,인디에프,"4,035","185","4.81","4,035","4,030","2,528,839","10,100,905,755","3,910","4,090","3,850","500",원(KRW),"58,932,995","237,794,634,825",
006490,인스코비,"5,620","-30","0.53","5,630","5,620","1,440,230","8,211,763,030","5,670","5,850","5,620","500",원(KRW),"89,723,464","504,245,867,680",
023800,인지컨트롤스,"8,820","110","1.26","8,850","8,820","1,142,113","9,905,817,560","8,730","8,910","8,400","500",원(KRW),"15,160,128","133,712,328,960",
034590,인천도시가스,"29,100","50","0.17","29,150","29,100","1,448","42,127,050","29,000","29,150","29,000","5,000",원(KRW),"4,374,754","127,305,341,400",
129260,인터지스,"2,550","-20","0.78","2,550","2,540","36,245","92,492,095","2,570","2,605","2,525","500",원(KRW),"29,747,874","75,857,078,700",
023810,인팩,"3,510","-15","0.43","3,510","3,505","8,752","30,598,410","3,520","3,550","3,465","500",원(KRW),"10,000,000","35,100,000,000",
249420,일동제약,"19,600","-300","1.51","19,650","19,600","42,319","831,405,500","19,900","19,900","19,500","1,000",원(KRW),"21,591,413","423,191,694,800",
000230,일동홀딩스,"12,400","0","0.00","12,400","12,350","2,285","28,253,700","12,400","12,450","12,300","1,000",원(KRW),"10,490,296","130,079,670,400",
013360,일성건설,"1,920","35","1.86","1,925","1,920","5,775,089","11,259,582,600","1,860","2,045","1,800","500",원(KRW),"54,024,880","103,727,769,600",
003120,일성신약,"95,300","-300","0.31","95,300","95,000","226","21,476,000","95,500","95,500","94,900","5,000",원(KRW),"2,660,000","253,498,000,000",
003200,일신방직,"96,400","-300","0.31","96,600","96,400","768","74,069,900","96,200","96,700","96,200","5,000",원(KRW),"2,400,000","231,360,000,000",
007110,일신석재,"3,040","210","7.42","3,045","3,040","52,203,080","158,866,702,675","2,830","3,295","2,680","500",원(KRW),"77,456,610","235,468,094,400",
007570,일양약품,"29,000","-150","0.51","29,050","29,000","35,889","1,043,918,500","29,150","29,550","28,750","2,500",원(KRW),"19,085,664","553,484,256,000",
007575,일양약품우,"20,150","150","0.75","20,150","20,100","81","1,625,900","20,000","20,350","20,000","2,500",원(KRW),"445,080","8,968,362,000",
008500,일정실업,"19,300","750","4.04","19,450","19,300","750","14,350,950","18,650","19,450","18,550","5,000",원(KRW),"1,200,000","23,160,000,000",
081000,일진다이아,"39,550","-600","1.49","39,600","39,550","716,909","28,197,398,800","40,400","40,500","38,350","1,000",원(KRW),"11,277,975","446,043,911,250",
020760,일진디스플,"4,100","250","6.49","4,105","4,100","1,074,963","4,405,886,230","3,905","4,250","3,890","500",원(KRW),"28,314,440","116,089,204,000",
020150,일진머티리얼즈,"41,200","650","1.60","41,200","41,150","389,763","16,116,984,700","40,750","41,800","40,700","500",원(KRW),"46,110,835","1,899,766,402,000",
103590,일진전기,"3,540","105","3.06","3,540","3,535","63,685","223,716,570","3,440","3,540","3,440","1,000",원(KRW),"37,080,390","131,264,580,600",
015860,일진홀딩스,"3,870","220","6.03","3,870","3,860","301,026","1,135,765,485","3,690","3,915","3,625","1,000",원(KRW),"49,347,483","190,974,759,210",
226320,잇츠한불,"27,750","900","3.35","27,800","27,750","146,146","4,049,185,500","26,800","28,150","26,700","500",원(KRW),"21,929,315","608,538,491,250",
033240,자화전자,"13,450","150","1.13","13,450","13,400","108,690","1,450,750,250","13,400","13,550","13,250","500",원(KRW),"17,900,000","240,755,000,000",
000950,전방,"18,400","50","0.27","18,400","18,350","771","14,124,300","18,350","18,500","18,300","5,000",원(KRW),"1,680,000","30,912,000,000",
194370,제이에스코퍼레이션,"12,450","100","0.81","12,450","12,400","15,419","191,383,600","12,350","12,600","12,300","100",원(KRW),"13,335,601","166,028,232,450",
025620,제이준코스메틱,"11,100","150","1.37","11,100","11,050","356,731","3,960,923,050","11,000","11,300","11,000","500",원(KRW),"26,524,184","294,418,442,400",
030000,제일기획,"23,600","100","0.43","23,650","23,600","244,958","5,789,202,750","23,350","23,850","23,100","200",원(KRW),"115,041,225","2,714,972,910,000",
271980,제일약품,"44,500","-500","1.11","44,550","44,500","33,434","1,492,557,250","45,400","45,400","44,200","500",원(KRW),"14,704,872","654,366,804,000",
001560,제일연마,"6,600","-50","0.75","6,630","6,600","14,541","97,090,880","6,700","6,730","6,590","500",원(KRW),"10,000,000","66,000,000,000",
002620,제일파마홀딩스,"26,250","50","0.19","26,250","26,200","10,651","277,384,150","25,950","26,350","25,550","500",원(KRW),"15,973,355","419,300,568,750",
006220,제주은행,"4,900","45","0.93","4,900","4,875","29,065","141,498,640","4,855","4,910","4,820","5,000",원(KRW),"32,128,774","157,430,992,600",
089590,제주항공,"32,850","100","0.31","32,900","32,850","59,970","1,968,087,400","32,950","33,050","32,650","5,000",원(KRW),"26,356,758","865,819,500,300",
004910,조광페인트,"7,540","10","0.13","7,540","7,510","19,967","150,259,010","7,590","7,680","7,450","500",원(KRW),"12,800,000","96,512,000,000",
004700,조광피혁,"37,150","250","0.68","37,200","37,150","5,800","214,239,150","36,900","37,500","36,900","5,000",원(KRW),"6,649,138","247,015,476,700",
001550,조비,"32,300","900","2.87","32,300","32,250","269,830","8,644,531,600","31,900","32,750","31,350","5,000",원(KRW),"5,192,239","167,709,319,700",
000480,조선내화,"82,500","300","0.36","82,500","82,200","896","73,757,900","82,200","82,800","82,000","5,000",원(KRW),"4,000,000","330,000,000,000",
120030,조선선재,"87,500","4,500","5.42","87,500","87,400","7,369","635,994,500","83,500","88,100","83,400","500",원(KRW),"1,257,651","110,044,462,500",
018470,조일알미늄,"1,015","-5","0.49","1,020","1,015","79,007","80,596,985","1,015","1,030","1,015","500",원(KRW),"69,600,000","70,644,000,000",
002600,조흥,"182,000","1,500","0.83","182,000","180,000","25","4,503,500","178,500","182,000","178,500","5,000",원(KRW),"600,000","109,200,000,000",
185750,종근당,"107,000","1,000","0.94","107,000","106,500","20,499","2,178,505,000","107,000","107,500","105,000","2,500",원(KRW),"10,370,290","1,109,621,030,000",
063160,종근당바이오,"21,850","0","0.00","21,850","21,800","5,862","128,609,550","21,700","22,050","21,700","2,500",원(KRW),"5,229,489","114,264,334,650",
001630,종근당홀딩스,"62,400","-1,500","2.35","63,400","62,400","6,459","408,873,500","63,900","64,200","62,000","2,500",원(KRW),"5,009,861","312,615,326,400",
044380,주연테크,"404","-2","0.49","404","403","242,113","97,924,291","406","417","400","100",원(KRW),"98,773,270","39,904,401,080",
013870,지엠비코리아,"9,000","110","1.24","9,010","9,000","712,498","6,292,066,070","8,940","9,130","8,620","500",원(KRW),"19,072,280","171,650,520,000",
071320,지역난방공사,"57,500","-100","0.17","57,500","57,400","2,316","133,192,200","57,600","57,700","57,100","5,000",원(KRW),"11,578,744","665,777,780,000",
010580,지코,"774","12","1.57","774","771","205,179","156,911,532","762","777","751","500",원(KRW),"50,521,414","39,103,574,436",
035000,지투알,"7,950","300","3.92","7,950","7,920","29,075","229,138,210","8,000","8,000","7,700","1,000",원(KRW),"16,567,409","131,710,901,550",
088790,진도,"4,845","5","0.10","4,845","4,815","8,910","43,020,890","4,840","4,895","4,765","500",원(KRW),"12,447,744","60,309,319,680",
003780,진양산업,"4,555","-210","4.41","4,555","4,550","544,986","2,525,227,395","4,660","4,765","4,555","500",원(KRW),"13,000,000","59,215,000,000",
010640,진양폴리,"2,570","-30","1.15","2,570","2,550","167,330","426,420,850","2,605","2,605","2,515","500",원(KRW),"10,000,000","25,700,000,000",
100250,진양홀딩스,"2,700","-10","0.37","2,700","2,695","47,759","128,192,470","2,710","2,710","2,675","500",원(KRW),"55,895,292","150,917,288,400",
051630,진양화학,"6,160","-190","2.99","6,170","6,160","500,506","3,089,960,580","6,220","6,380","6,000","500",원(KRW),"12,000,000","73,920,000,000",
272450,진에어,"20,500","-400","1.91","20,500","20,450","175,375","3,598,179,000","20,600","20,850","20,200","1,000",원(KRW),"30,000,000","615,000,000,000",
011000,진원생명과학,"5,160","-110","2.09","5,170","5,160","430,104","2,233,632,930","5,300","5,420","5,090","1,000",원(KRW),"21,174,063","109,258,165,080",
002780,진흥기업,"2,150","-65","2.93","2,155","2,150","172,446","372,984,670","2,230","2,230","2,100","500",원(KRW),"145,471,745","312,764,251,750",
002787,진흥기업2우B,"12,300","-150","1.20","12,350","12,300","31,280","382,927,650","12,150","12,550","12,000","500",원(KRW),"294,808","3,626,138,400",
002785,진흥기업우B,"5,150","30","0.59","5,150","5,130","19,169","97,705,510","5,090","5,170","5,000","500",원(KRW),"857,218","4,414,672,700",
009310,참엔지니어링,"1,630","0","0.00","1,630","1,625","85,904","139,940,285","1,630","1,670","1,605","500",원(KRW),"49,189,958","80,179,631,540",
000650,천일고속,"76,700","0","0.00","76,800","76,700","979","75,198,900","77,000","77,000","76,600","5,000",원(KRW),"1,429,220","109,621,174,000",
012600,청호컴넷,"2,835","15","0.53","2,835","2,820","4,852","13,680,880","2,850","2,850","2,800","5,000",원(KRW),"8,376,352","23,746,957,920",
033250,체시스,"1,010","-25","2.42","1,020","1,010","408,923","418,370,370","1,060","1,065","1,000","500",원(KRW),"24,000,000","24,240,000,000",
035720,카카오,"99,600","300","0.30","99,600","99,500","388,183","38,632,545,000","99,400","100,500","99,200","500",원(KRW),"83,387,773","8,305,422,190,800",
006380,카프로,"5,150","70","1.38","5,160","5,150","208,720","1,064,787,430","5,080","5,160","5,040","500",원(KRW),"40,000,000","206,000,000,000",
109070,컨버즈,"4,085","-155","3.66","4,100","4,085","188,133","776,585,515","4,280","4,280","4,050","500",원(KRW),"12,174,274","49,731,909,290",
029460,케이씨,"13,800","50","0.36","13,900","13,800","451,051","6,490,205,350","14,300","15,700","13,700","500",원(KRW),"13,554,044","187,045,807,200",
