번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분
877,084370,유진테크,032902,특수 목적용 기계 제조업,"22,916,042","11,458,021,000","500",원(KRW)
878,178780,유테크,032602,전자부품 제조업,"17,384,483","8,692,241,500","500",원(KRW)
879,179900,유티아이,032602,전자부품 제조업,"15,864,895","7,932,447,500","500",원(KRW)
880,263050,유틸렉스,032101,기초 의약물질 및 생물학적 제제 제조업,"7,263,578","3,631,789,000","500",원(KRW)
881,191410,육일씨엔에쓰,032602,전자부품 제조업,"9,363,022","4,681,511,000","500",원(KRW)
882,039020,이건홀딩스,116409,기타 금융업,"22,584,709","22,584,709,000","1,000",원(KRW)
883,060230,이그잭스,032602,전자부품 제조업,"70,623,488","35,311,744,000","500",원(KRW)
884,067920,이글루시큐리티,105802,소프트웨어 개발 및 공급업,"10,996,119","5,498,059,500","500",원(KRW)
885,044960,이글벳,074607,기타 전문 도매업,"12,641,883","6,320,941,500","500",원(KRW)
886,302430,이노메트리,032902,특수 목적용 기계 제조업,"4,825,108","2,412,554,000","500",원(KRW)
887,073490,이노와이어리스,032604,통신 및 방송 장비 제조업,"6,002,500","3,001,250,000","500",원(KRW)
888,215790,이노인스트루먼트,032604,통신 및 방송 장비 제조업,"20,283,149","10,141,574,500","500",원(KRW)
889,246960,이노테라피,137001,자연과학 및 공학 연구개발업,"4,969,184","2,484,592,000","500",원(KRW)
890,088390,이녹스,116409,기타 금융업,"9,350,844","4,675,422,000","500",원(KRW)
891,272290,이녹스첨단소재,032602,전자부품 제조업,"8,969,506","4,484,753,000","500",원(KRW)
892,053350,이니텍,105802,소프트웨어 개발 및 공급업,"19,790,916","9,895,458,000","500",원(KRW)
893,258610,이더블유케이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","7,380,944","3,690,472,000","500",원(KRW)
894,033110,이디,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","88,908,850","44,454,425,000","500",원(KRW)
895,041520,이라이콤,074601,상품 중개업,"12,188,730","6,094,365,000","500",원(KRW)
896,054210,이랜텍,032602,전자부품 제조업,"20,478,206","10,239,103,000","500",원(KRW)
897,065440,이루온,105802,소프트웨어 개발 및 공급업,"27,275,020","13,637,510,000","500",원(KRW)
898,036260,이매진아시아,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","35,679,116","17,839,558,000","500",원(KRW)
899,115610,이미지스,032601,반도체 제조업,"7,669,128","3,834,564,000","500",원(KRW)
900,078020,이베스트투자증권,116601,금융 지원 서비스업,"40,481,190","202,405,950,000","5,000",원(KRW)
901,080010,이상네트웍스,074601,상품 중개업,"9,015,000","4,507,500,000","500",원(KRW)
902,086890,이수앱지스,032103,의료용품 및 기타 의약 관련제품 제조업,"26,625,292","13,312,646,000","500",원(KRW)
903,047560,이스트소프트,105802,소프트웨어 개발 및 공급업,"9,899,400","4,949,700,000","500",원(KRW)
904,900110,이스트아시아홀딩스,116409,기타 금융업,"109,000,686","528,714,165","0",중국위안(CNY)
905,067010,이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","7,500,000","3,750,000,000","500",원(KRW)
906,223310,이에스브이,105802,소프트웨어 개발 및 공급업,"113,011,196","11,301,119,600","100",원(KRW)
907,052190,이에스에이,189001,창작 및 예술관련 서비스업,"27,707,677","13,853,838,500","500",원(KRW)
908,226360,이엑스티,064102,토목 건설업,"27,022,574","2,702,257,400","100",원(KRW)
909,102710,이엔에프테크놀로지,032004,기타 화학제품 제조업,"14,227,836","7,113,918,000","500",원(KRW)
910,094190,이엘케이,032602,전자부품 제조업,"71,191,603","35,595,801,500","500",원(KRW)
911,063760,이엘피,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","4,905,500","2,452,750,000","500",원(KRW)
912,123570,이엠넷,137103,광고업,"22,276,078","11,138,039,000","500",원(KRW)
913,095190,이엠코리아,032902,특수 목적용 기계 제조업,"36,332,704","18,166,352,000","500",원(KRW)
914,091120,이엠텍,032602,전자부품 제조업,"15,198,814","7,599,407,000","500",원(KRW)
915,039030,이오테크닉스,032902,특수 목적용 기계 제조업,"12,280,626","6,140,313,000","500",원(KRW)
916,088290,이원컴포텍,033003,자동차 신품 부품 제조업,"14,247,866","7,123,933,000","500",원(KRW)
917,181340,이즈미디어,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","7,045,100","3,522,550,000","500",원(KRW)
918,035810,이지바이오,031008,동물용 사료 및 조제식품 제조업,"57,927,351","29,339,615,000","500",원(KRW)
919,090850,이지웰페어,105802,소프트웨어 개발 및 공급업,"10,073,018","5,036,509,000","500",원(KRW)
920,092130,이크레더블,106309,기타 정보 서비스업,"12,043,600","6,146,800,000","500",원(KRW)
921,016250,이테크건설,064101,건물 건설업,"2,800,000","14,000,000,000","5,000",원(KRW)
922,096040,이트론,032603,컴퓨터 및 주변장치 제조업,"239,949,626","47,989,925,200","200",원(KRW)
923,134060,이퓨쳐,105801,"서적, 잡지 및 기타 인쇄물 출판업","4,769,250","2,384,625,000","500",원(KRW)
924,001840,이화공영,064101,건물 건설업,"19,805,760","9,902,880,000","500",원(KRW)
925,024810,이화전기,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","602,032,963","120,406,592,600","200",원(KRW)
926,041830,인바디,032701,의료용 기기 제조업,"13,683,782","6,841,891,000","500",원(KRW)
927,079950,인베니아,032902,특수 목적용 기계 제조업,"23,200,000","11,600,000,000","500",원(KRW)
928,277410,인산가,031007,기타 식품 제조업,"24,471,256","2,447,125,600","100",원(KRW)
929,060150,인선이엔티,053802,폐기물 처리업,"36,599,388","18,299,694,000","500",원(KRW)
930,033230,인성정보,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","19,158,271","9,579,135,500","500",원(KRW)
931,037330,인지디스플레,032602,전자부품 제조업,"35,603,146","17,801,573,000","500",원(KRW)
932,083640,인콘,032604,통신 및 방송 장비 제조업,"133,691,357","13,369,135,700","100",원(KRW)
933,216050,인크로스,137103,광고업,"8,014,170","4,007,085,000","500",원(KRW)
934,049070,인탑스,032604,통신 및 방송 장비 제조업,"17,200,000","8,600,000,000","500",원(KRW)
935,119610,인터로조,032703,사진장비 및 광학기기 제조업,"11,016,749","5,508,374,500","500",원(KRW)
936,158310,인터불스,032902,특수 목적용 기계 제조업,"8,662,158","4,331,079,000","500",원(KRW)
937,017250,인터엠,032605,영상 및 음향기기 제조업,"21,045,467","10,522,733,500","500",원(KRW)
938,108790,인터파크,074709,무점포 소매업,"33,135,480","16,567,740,000","500",원(KRW)
939,035080,인터파크홀딩스,116409,기타 금융업,"58,500,000","30,421,046,500","500",원(KRW)
940,051370,인터플렉스,032602,전자부품 제조업,"23,327,472","11,663,736,000","500",원(KRW)
941,064290,인텍플러스,032902,특수 목적용 기계 제조업,"11,043,483","5,521,741,500","500",원(KRW)
942,189300,인텔리안테크,032604,통신 및 방송 장비 제조업,"7,240,944","3,620,472,000","500",원(KRW)
943,150840,인트로메딕,032701,의료용 기기 제조업,"18,966,931","9,483,465,500","500",원(KRW)
944,048530,인트론바이오,032101,기초 의약물질 및 생물학적 제제 제조업,"30,010,745","15,005,372,500","500",원(KRW)
945,175140,인포마크,032604,통신 및 방송 장비 제조업,"3,628,208","1,814,104,000","500",원(KRW)
946,115310,인포바인,106102,전기 통신업,"3,192,883","1,596,441,500","500",원(KRW)
947,039290,인포뱅크,106309,기타 정보 서비스업,"8,693,978","4,346,989,000","500",원(KRW)
948,041020,인프라웨어,105802,소프트웨어 개발 및 공급업,"37,463,160","18,731,580,000","500",원(KRW)
949,071200,인피니트헬스케어,105802,소프트웨어 개발 및 공급업,"24,396,458","12,198,229,000","500",원(KRW)
950,101930,인화정공,033101,선박 및 보트 건조업,"9,331,705","4,665,852,500","500",원(KRW)
951,078940,일경산업개발,064203,전기 및 통신 공사업,"44,780,178","22,390,089,000","500",원(KRW)
952,068330,일신바이오,032901,일반 목적용 기계 제조업,"44,216,140","4,421,614,000","100",원(KRW)
953,058450,일야,032604,통신 및 방송 장비 제조업,"15,900,000","7,950,000,000","500",원(KRW)
954,019540,일지테크,033003,자동차 신품 부품 제조업,"13,513,500","6,756,750,000","500",원(KRW)
955,094820,일진파워,064203,전기 및 통신 공사업,"15,078,709","7,539,354,500","500",원(KRW)
956,950140,잉글우드랩,032004,기타 화학제품 제조업,"19,867,866","0","0",미국달러(USD)
957,049550,잉크테크,032004,기타 화학제품 제조업,"16,019,932","8,310,957,500","500",원(KRW)
958,043910,자연과환경,053901,환경 정화 및 복원업,"33,949,357","16,974,678,500","500",원(KRW)
959,234920,자이글,032805,가정용 기기 제조업,"13,530,910","6,765,455,000","500",원(KRW)
960,174880,장원테크,032604,통신 및 방송 장비 제조업,"6,045,000","3,022,500,000","500",원(KRW)
961,049630,재영솔루텍,032703,사진장비 및 광학기기 제조업,"69,206,402","34,603,201,000","500",원(KRW)
962,110020,전진바이오팜,032004,기타 화학제품 제조업,"4,733,428","2,366,714,000","500",원(KRW)
963,065530,전파기지국,106102,전기 통신업,"52,860,000","26,430,000,000","500",원(KRW)
964,208140,정다운,031001,"도축, 육류 가공 및 저장 처리업","20,529,824","2,052,982,400","100",원(KRW)
965,022220,정산애강,032202,플라스틱제품 제조업,"51,794,579","25,897,289,500","500",원(KRW)
966,040420,정상제이엘에스,168505,일반 교습 학원,"15,677,552","8,478,776,000","500",원(KRW)
967,045510,정원엔시스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","32,209,292","16,104,646,000","500",원(KRW)
968,065620,제낙스,032401,1차 철강 제조업,"22,486,744","11,243,372,000","500",원(KRW)
969,217190,제너셈,032902,특수 목적용 기계 제조업,"8,769,174","4,384,587,000","500",원(KRW)
970,095700,제넥신,137001,자연과학 및 공학 연구개발업,"20,436,184","10,218,092,000","500",원(KRW)
971,072520,제넨바이오,032602,전자부품 제조업,"62,564,762","6,256,476,200","100",원(KRW)
972,122310,제노레이,032701,의료용 기기 제조업,"4,177,256","2,088,628,000","500",원(KRW)
973,187420,제노포커스,032101,기초 의약물질 및 생물학적 제제 제조업,"21,535,863","10,767,931,500","500",원(KRW)
974,123330,제닉,032004,기타 화학제품 제조업,"7,000,000","3,500,000,000","500",원(KRW)
975,159580,제로투세븐,074604,생활용품 도매업,"20,032,636","10,016,318,000","500",원(KRW)
976,147830,제룡산업,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","10,000,000","5,000,000,000","500",원(KRW)
977,033100,제룡전기,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","16,062,409","8,031,204,500","500",원(KRW)
978,019570,제미니투자,116402,신탁업 및 집합투자업,"42,763,818","21,381,909,000","500",원(KRW)
979,079370,제우스,032902,특수 목적용 기계 제조업,"10,384,000","5,192,000,000","500",원(KRW)
980,054950,제이브이엠,032901,일반 목적용 기계 제조업,"6,330,908","3,165,454,000","500",원(KRW)
981,096690,제이스테판,032603,컴퓨터 및 주변장치 제조업,"267,348,874","26,734,887,400","100",원(KRW)
982,090470,제이스텍,032902,특수 목적용 기계 제조업,"14,597,808","7,298,904,000","500",원(KRW)
983,137950,제이씨케미칼,032004,기타 화학제품 제조업,"19,453,473","9,726,736,500","500",원(KRW)
984,033320,제이씨현시스템,074605,기계장비 및 관련 물품 도매업,"19,114,432","9,557,216,000","500",원(KRW)
985,026040,제이에스티나,033301,귀금속 및 장신용품 제조업,"16,503,790","8,684,795,000","500",원(KRW)
986,126880,제이엔케이히터,032901,일반 목적용 기계 제조업,"16,888,964","8,444,482,000","500",원(KRW)
987,033050,제이엠아이,031802,기록매체 복제업,"32,579,342","32,579,342,000","1,000",원(KRW)
988,094970,제이엠티,032602,전자부품 제조업,"16,748,240","8,374,120,000","500",원(KRW)
989,058420,제이웨이,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","15,874,210","7,937,105,000","500",원(KRW)
990,036420,제이콘텐트리,116409,기타 금융업,"144,068,982","72,034,491,000","500",원(KRW)
991,089790,제이티,032902,특수 목적용 기계 제조업,"10,016,829","5,008,414,500","500",원(KRW)
992,052670,제일바이오,032102,의약품 제조업,"15,000,000","7,500,000,000","500",원(KRW)
993,023440,제일제강,032401,1차 철강 제조업,"26,032,185","13,016,092,500","500",원(KRW)
994,038010,제일테크노스,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","9,000,000","4,500,000,000","500",원(KRW)
995,080220,제주반도체,032601,반도체 제조업,"28,560,538","14,430,269,000","500",원(KRW)
996,082270,젬백스,032902,특수 목적용 기계 제조업,"35,259,621","17,629,810,500","500",원(KRW)
997,044060,조광ILI,032901,일반 목적용 기계 제조업,"9,885,656","4,942,828,000","500",원(KRW)
998,034940,조아제약,032102,의약품 제조업,"28,310,231","14,155,115,500","500",원(KRW)
999,101730,조이맥스,105802,소프트웨어 개발 및 공급업,"8,505,234","4,252,617,000","500",원(KRW)
1000,067000,조이시티,105802,소프트웨어 개발 및 공급업,"11,783,395","5,891,697,500","500",원(KRW)
1001,033340,좋은사람들,031401,봉제의복 제조업,"29,908,224","14,954,112,000","500",원(KRW)
1002,036930,주성엔지니어링,032902,특수 목적용 기계 제조업,"48,249,212","24,124,606,000","500",원(KRW)
1003,051980,중앙리빙테크,032202,플라스틱제품 제조업,"24,705,553","12,602,776,500","500",원(KRW)
1004,072020,중앙백신,032101,기초 의약물질 및 생물학적 제제 제조업,"9,960,000","4,980,000,000","500",원(KRW)
1005,000440,중앙에너비스,074607,기타 전문 도매업,"6,227,130","3,113,565,000","500",원(KRW)
1006,054180,중앙오션,033101,선박 및 보트 건조업,"24,882,742","12,441,371,000","500",원(KRW)
1007,043610,지니뮤직,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","58,115,438","29,057,719,000","500",원(KRW)
1008,263860,지니언스,105802,소프트웨어 개발 및 공급업,"9,444,600","4,722,300,000","500",원(KRW)
1009,208350,지란지교시큐리티,105802,소프트웨어 개발 및 공급업,"38,872,668","3,887,266,800","100",원(KRW)
1010,114570,지스마트글로벌,032601,반도체 제조업,"87,172,452","43,586,226,000","500",원(KRW)
1011,051160,지어소프트,105802,소프트웨어 개발 및 공급업,"14,121,555","7,060,777,500","500",원(KRW)
1012,053050,지에스이,043502,연료용 가스 제조 및 배관공급업,"29,987,597","15,304,357,500","500",원(KRW)
1013,119850,지엔씨에너지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","16,295,828","8,428,349,000","500",원(KRW)
1014,065060,지엔코,031401,봉제의복 제조업,"98,008,044","49,004,022,000","500",원(KRW)
1015,204840,지엘팜텍,137001,자연과학 및 공학 연구개발업,"35,784,323","3,578,432,300","100",원(KRW)
1016,018290,지엠피,032603,컴퓨터 및 주변장치 제조업,"27,199,868","13,599,934,000","500",원(KRW)
1017,111820,지와이커머스,106309,기타 정보 서비스업,"20,557,009","10,278,504,500","500",원(KRW)
1018,106080,지투하이소닉,032602,전자부품 제조업,"20,645,684","20,645,684,000","1,000",원(KRW)
1019,115450,지트리비앤티,032602,전자부품 제조업,"24,491,837","12,245,918,500","500",원(KRW)
1020,219750,지티지웰니스,032701,의료용 기기 제조업,"6,250,067","3,125,033,500","500",원(KRW)
1021,018120,진로발효,031101,알코올음료 제조업,"7,524,000","3,984,450,000","500",원(KRW)
1022,109820,진매트릭스,137001,자연과학 및 공학 연구개발업,"16,034,472","8,017,236,000","500",원(KRW)
1023,086060,진바이오텍,031008,동물용 사료 및 조제식품 제조업,"8,610,587","4,305,293,500","500",원(KRW)
1024,036890,진성티이씨,032902,특수 목적용 기계 제조업,"22,482,268","11,241,134,000","500",원(KRW)
1025,007370,진양제약,032102,의약품 제조업,"12,000,000","6,000,000,000","500",원(KRW)
1026,085660,차바이오텍,032101,기초 의약물질 및 생물학적 제제 제조업,"52,477,664","26,238,832,000","500",원(KRW)
1027,900040,차이나그레이트,116409,기타 금융업,"125,866,557","12,586,656","0.1",미국달러(USD)
1028,094850,참좋은여행,147502,여행사 및 기타 여행보조 서비스업,"14,000,000","7,000,000,000","500",원(KRW)
1029,004650,창해에탄올,031101,알코올음료 제조업,"9,190,885","4,595,442,500","500",원(KRW)
1030,096240,청담러닝,168505,일반 교습 학원,"7,674,651","3,837,325,500","500",원(KRW)
1031,013720,청보산업,033003,자동차 신품 부품 제조업,"8,178,771","4,089,385,500","500",원(KRW)
1032,066360,체리부로,031001,"도축, 육류 가공 및 저장 처리업","27,872,369","13,936,184,500","500",원(KRW)
1033,047820,초록뱀,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","76,395,832","38,197,916,000","500",원(KRW)
1034,094360,칩스앤미디어,105802,소프트웨어 개발 및 공급업,"7,415,627","3,851,313,500","500",원(KRW)
1035,016920,카스,074605,기계장비 및 관련 물품 도매업,"21,474,112","10,737,056,000","500",원(KRW)
1036,042000,카페24,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","9,430,597","4,715,298,500","500",원(KRW)
1037,071850,캐스텍코리아,033003,자동차 신품 부품 제조업,"16,569,188","8,284,594,000","500",원(KRW)
1038,180400,캔서롭,137209,기타 과학기술 서비스업,"19,861,782","9,930,891,000","500",원(KRW)
1039,050110,캠시스,032602,전자부품 제조업,"57,814,825","28,907,412,500","500",원(KRW)
1040,900310,컬러레이,137105,회사 본부 및 경영 컨설팅 서비스업,"54,000,000","336,160,634","0",중국위안(CNY)
1041,078340,컴투스,105802,소프트웨어 개발 및 공급업,"12,866,420","6,433,210,000","500",원(KRW)
1042,263700,케어랩스,105802,소프트웨어 개발 및 공급업,"6,188,275","3,094,137,500","500",원(KRW)
1043,214370,케어젠,032101,기초 의약물질 및 생물학적 제제 제조업,"10,743,000","5,371,500,000","500",원(KRW)
1044,221980,케이디켐,032004,기타 화학제품 제조업,"4,034,800","2,017,400,000","500",원(KRW)
1045,043290,케이맥,032902,특수 목적용 기계 제조업,"7,034,196","3,517,098,000","500",원(KRW)
1046,250930,케이비제10호스팩,116601,금융 지원 서비스업,"5,210,000","521,000,000","100",원(KRW)
1047,258790,케이비제11호스팩,116601,금융 지원 서비스업,"3,210,000","321,000,000","100",원(KRW)
1048,192250,케이사인,105802,소프트웨어 개발 및 공급업,"64,671,257","6,467,125,700","100",원(KRW)
1049,115500,케이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,000,000","6,000,000,000","500",원(KRW)
1050,089150,케이씨티,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,150,000","8,575,000,000","500",원(KRW)
1051,025880,케이씨피드,031008,동물용 사료 및 조제식품 제조업,"16,715,858","8,357,929,000","500",원(KRW)
1052,093320,케이아이엔엑스,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","4,880,000","2,440,000,000","500",원(KRW)
1053,073010,케이에스피,032901,일반 목적용 기계 제조업,"36,192,257","18,096,128,500","500",원(KRW)
1054,105330,케이엔더블유,032602,전자부품 제조업,"5,661,347","2,830,673,500","500",원(KRW)
1055,039420,케이엘넷,106102,전기 통신업,"24,154,730","12,077,365,000","500",원(KRW)
1056,083550,케이엠,031309,기타 섬유제품 제조업,"10,004,363","5,002,181,500","500",원(KRW)
1057,032500,케이엠더블유,032604,통신 및 방송 장비 제조업,"18,810,000","9,405,000,000","500",원(KRW)
1058,225430,케이엠제약,032004,기타 화학제품 제조업,"19,887,050","1,988,705,000","100",원(KRW)
1059,064820,케이프,033101,선박 및 보트 건조업,"25,528,573","12,764,286,500","500",원(KRW)
1060,256940,케이피에스,032902,특수 목적용 기계 제조업,"4,279,000","2,139,500,000","500",원(KRW)
1061,024880,케이피에프,032509,기타 금속 가공제품 제조업,"15,726,284","7,863,142,000","500",원(KRW)
1062,042040,케이피엠테크,032004,기타 화학제품 제조업,"88,906,254","8,890,625,400","100",원(KRW)
1063,054410,케이피티유,032509,기타 금속 가공제품 제조업,"5,060,000","2,530,000,000","500",원(KRW)
1064,217600,켐온,137001,자연과학 및 공학 연구개발업,"63,861,340","6,386,134,000","100",원(KRW)
1065,089010,켐트로닉스,032004,기타 화학제품 제조업,"12,624,273","6,312,136,500","500",원(KRW)
1066,220260,켐트로스,032004,기타 화학제품 제조업,"24,045,158","2,404,515,800","100",원(KRW)
1067,052400,코나아이,105802,소프트웨어 개발 및 공급업,"15,559,118","7,779,559,000","500",원(KRW)
1068,094860,코닉글로리,105802,소프트웨어 개발 및 공급업,"47,653,062","4,765,306,200","100",원(KRW)
1069,046070,코다코,033003,자동차 신품 부품 제조업,"39,064,256","19,532,128,000","500",원(KRW)
1070,047770,코데즈컴바인,031401,봉제의복 제조업,"37,842,602","18,921,301,000","500",원(KRW)
1071,080530,코디,032004,기타 화학제품 제조업,"11,862,130","5,931,065,000","500",원(KRW)
1072,224060,코디엠,032902,특수 목적용 기계 제조업,"141,563,497","14,156,349,700","100",원(KRW)
1073,078650,코렌,032703,사진장비 및 광학기기 제조업,"30,071,471","15,035,735,500","500",원(KRW)
1074,104540,코렌텍,032701,의료용 기기 제조업,"9,937,153","4,968,576,500","500",원(KRW)
1075,027050,코리아나,032004,기타 화학제품 제조업,"40,000,000","20,000,000,000","500",원(KRW)
1076,101670,코리아에스이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","18,900,000","3,780,000,000","200",원(KRW)
1077,123410,코리아에프티,033003,자동차 신품 부품 제조업,"27,841,064","2,784,106,400","100",원(KRW)
1078,036690,코맥스,032604,통신 및 방송 장비 제조업,"14,279,965","7,139,982,500","500",원(KRW)
1079,049430,코메론,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","9,048,000","4,524,000,000","500",원(KRW)
1080,183300,코미코,032902,특수 목적용 기계 제조업,"8,775,000","4,387,500,000","500",원(KRW)
1081,041960,코미팜,032102,의약품 제조업,"58,070,833","5,807,083,300","100",원(KRW)
1082,089890,코세스,032902,특수 목적용 기계 제조업,"16,851,962","8,425,981,000","500",원(KRW)
1083,009730,코센,032401,1차 철강 제조업,"41,732,387","20,866,193,500","500",원(KRW)
1084,241710,코스메카코리아,032004,기타 화학제품 제조업,"10,680,000","5,340,000,000","500",원(KRW)
1085,069110,코스온,032004,기타 화학제품 제조업,"18,697,161","9,348,580,500","500",원(KRW)
1086,166480,코아스템,032102,의약품 제조업,"15,717,440","7,858,720,000","500",원(KRW)
1087,045970,코아시아홀딩스,137309,"그외 기타 전문, 과학 및 기술 서비스업","19,616,014","9,808,007,000","500",원(KRW)
1088,029960,코엔텍,053802,폐기물 처리업,"50,000,000","25,000,000,000","500",원(KRW)
1089,102940,코오롱생명과학,032101,기초 의약물질 및 생물학적 제제 제조업,"11,412,356","5,706,178,000","500",원(KRW)
1090,950160,코오롱티슈진,032101,기초 의약물질 및 생물학적 제제 제조업,"61,017,550","0","0",미국달러(USD)
1091,033290,코웰패션,031404,의복 액세서리 제조업,"90,500,234","46,532,198,500","500",원(KRW)
1092,056360,코위버,032604,통신 및 방송 장비 제조업,"9,796,800","4,898,400,000","500",원(KRW)
1093,121850,코이즈,032202,플라스틱제품 제조업,"10,532,840","5,266,420,000","500",원(KRW)
1094,015710,코콤,032604,통신 및 방송 장비 제조업,"17,530,500","8,765,250,000","500",원(KRW)
1095,052330,코텍,032605,영상 및 음향기기 제조업,"15,574,552","7,787,276,000","500",원(KRW)
1096,126600,코프라,032002,합성고무 및 플라스틱 물질 제조업,"21,115,634","10,557,817,000","500",원(KRW)
1097,200130,콜마비앤에이치,032101,기초 의약물질 및 생물학적 제제 제조업,"29,543,558","14,771,779,000","500",원(KRW)
1098,225650,쿠첸,032805,가정용 기기 제조업,"10,686,277","5,343,138,500","500",원(KRW)
1099,060280,큐렉소,074708,기타 상품 전문 소매업,"33,357,253","16,678,626,500","500",원(KRW)
1100,040350,큐로컴,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","109,140,008","54,570,004,000","500",원(KRW)
1101,051780,큐로홀딩스,074603,음·식료품 및 담배 도매업,"63,416,213","31,708,106,500","500",원(KRW)
1102,115180,큐리언트,137001,자연과학 및 공학 연구개발업,"8,536,666","4,268,333,000","500",원(KRW)
1103,182360,큐브엔터,105902,오디오물 출판 및 원판 녹음업,"26,573,767","2,657,376,700","100",원(KRW)
1104,066310,큐에스아이,032601,반도체 제조업,"8,278,230","4,139,115,000","500",원(KRW)
1105,016600,큐캐피탈,116409,기타 금융업,"139,998,322","69,999,161,000","500",원(KRW)
1106,043590,크로바하이텍,032601,반도체 제조업,"23,300,000","11,650,000,000","500",원(KRW)
1107,114120,크루셜텍,032602,전자부품 제조업,"65,767,892","65,767,892,000","1,000",원(KRW)
1108,110790,크리스에프앤씨,031401,봉제의복 제조업,"11,715,480","11,715,480,000","1,000",원(KRW)
1109,083790,크리스탈,137001,자연과학 및 공학 연구개발업,"40,397,934","20,198,967,000","500",원(KRW)
1110,900250,크리스탈신소재,116409,기타 금융업,"67,783,852","33,891,926","0.5",미국달러(USD)
1111,045520,크린앤사이언스,031701,"펄프, 종이 및 판지 제조업","6,500,000","3,650,000,000","500",원(KRW)
1112,214150,클래시스,032701,의료용 기기 제조업,"61,973,077","6,197,307,700","100",원(KRW)
1113,237880,클리오,032004,기타 화학제품 제조업,"16,967,895","8,483,947,500","500",원(KRW)
1114,311270,키움제5호스팩,116601,금융 지원 서비스업,"3,600,000","360,000,000","100",원(KRW)
1115,054780,키이스트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","85,175,625","8,517,562,500","100",원(KRW)
1116,219130,타이거일렉,032602,전자부품 제조업,"6,314,290","3,157,145,000","500",원(KRW)
1117,065130,탑엔지니어링,032902,특수 목적용 기계 제조업,"15,976,257","8,324,128,500","500",원(KRW)
1118,023160,태광,032401,1차 철강 제조업,"26,500,000","13,250,000,000","500",원(KRW)
1119,053620,태양,032509,기타 금속 가공제품 제조업,"8,600,000","4,300,000,000","500",원(KRW)
1120,044490,태웅,032509,기타 금속 가공제품 제조업,"20,007,381","10,003,690,500","500",원(KRW)
1121,191420,테고사이언스,032101,기초 의약물질 및 생물학적 제제 제조업,"8,074,634","4,037,317,000","500",원(KRW)
1122,182690,테라셈,032601,반도체 제조업,"13,966,340","6,983,170,000","500",원(KRW)
1123,066700,테라젠이텍스,032102,의약품 제조업,"30,915,143","15,457,571,500","500",원(KRW)
1124,095610,테스,032902,특수 목적용 기계 제조업,"19,768,226","9,884,113,000","500",원(KRW)
1125,131970,테스나,137309,"그외 기타 전문, 과학 및 기술 서비스업","6,850,000","3,425,000,000","500",원(KRW)
1126,089030,테크윙,032902,특수 목적용 기계 제조업,"18,827,732","9,477,583,000","500",원(KRW)
1127,054450,텔레칩스,032601,반도체 제조업,"13,505,911","6,752,955,500","500",원(KRW)
1128,091440,텔레필드,032604,통신 및 방송 장비 제조업,"9,097,047","4,548,523,500","500",원(KRW)
1129,196450,텔루스,032703,사진장비 및 광학기기 제조업,"88,714,914","17,742,982,800","200",원(KRW)
1130,200230,텔콘RF제약,032604,통신 및 방송 장비 제조업,"82,330,083","8,233,008,300","100",원(KRW)
1131,215480,토박스코리아,074704,"섬유, 의복, 신발 및 가죽제품 소매업","39,217,783","3,921,778,300","100",원(KRW)
1132,051360,토비스,032605,영상 및 음향기기 제조업,"16,717,058","8,358,529,000","500",원(KRW)
1133,045340,토탈소프트,105802,소프트웨어 개발 및 공급업,"8,558,040","4,279,020,000","500",원(KRW)
1134,057880,토필드,032605,영상 및 음향기기 제조업,"29,667,026","14,833,513,000","500",원(KRW)
1135,108230,톱텍,032902,특수 목적용 기계 제조업,"36,796,254","18,534,460,500","500",원(KRW)
1136,079970,투비소프트,105802,소프트웨어 개발 및 공급업,"24,376,456","12,188,228,000","500",원(KRW)
