번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분
1137,105550,트루윈,032602,전자부품 제조업,"11,043,418","5,521,709,000","500",원(KRW)
1138,026150,특수건설,064102,토목 건설업,"14,994,814","7,497,407,000","500",원(KRW)
1139,117730,티로보틱스,032902,특수 목적용 기계 제조업,"5,399,459","2,699,729,500","500",원(KRW)
1140,033830,티비씨,106002,텔레비전 방송업,"100,000,000","50,000,000,000","500",원(KRW)
1141,064760,티씨케이,032309,기타 비금속 광물제품 제조업,"11,675,000","5,837,500,000","500",원(KRW)
1142,246710,티앤알바이오팹,032101,기초 의약물질 및 생물학적 제제 제조업,"8,157,184","4,078,592,000","500",원(KRW)
1143,131290,티에스이,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,061,429","5,530,714,500","500",원(KRW)
1144,246690,티에스인베스트먼트,116402,신탁업 및 집합투자업,"22,421,004","11,210,502,000","500",원(KRW)
1145,062860,티엘아이,032601,반도체 제조업,"9,872,720","4,936,360,000","500",원(KRW)
1146,104480,티케이케미칼,032005,화학섬유 제조업,"90,895,434","45,447,717,000","500",원(KRW)
1147,081150,티플랙스,032509,기타 금속 가공제품 제조업,"24,268,402","12,134,201,000","500",원(KRW)
1148,130740,티피씨글로벌,033003,자동차 신품 부품 제조업,"9,450,000","4,725,000,000","500",원(KRW)
1149,084730,팅크웨어,032604,통신 및 방송 장비 제조업,"10,425,682","5,212,841,000","500",원(KRW)
1150,046210,파나진,032103,의료용품 및 기타 의약 관련제품 제조업,"32,034,160","16,017,080,000","500",원(KRW)
1151,034230,파라다이스,189102,유원지 및 기타 오락관련 서비스업,"90,942,672","47,032,355,000","500",원(KRW)
1152,033540,파라텍,032902,특수 목적용 기계 제조업,"16,840,552","8,420,276,000","500",원(KRW)
1153,043200,파루,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","29,667,567","14,833,783,500","500",원(KRW)
1154,214450,파마리서치프로덕트,074604,생활용품 도매업,"9,466,217","4,733,108,500","500",원(KRW)
1155,208340,파멥신,032102,의약품 제조업,"6,873,012","3,436,506,000","500",원(KRW)
1156,177830,파버나인,032602,전자부품 제조업,"10,834,424","5,417,212,000","500",원(KRW)
1157,037070,파세코,032805,가정용 기기 제조업,"14,000,000","7,000,000,000","500",원(KRW)
1158,150900,파수닷컴,105802,소프트웨어 개발 및 공급업,"9,546,462","4,773,231,000","500",원(KRW)
1159,037030,파워넷,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12,009,614","12,009,614,000","1,000",원(KRW)
1160,047310,파워로직스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","34,353,030","17,408,740,000","500",원(KRW)
1161,170790,파이오링크,032604,통신 및 방송 장비 제조업,"6,856,330","3,428,165,000","500",원(KRW)
1162,049120,파인디앤씨,032602,전자부품 제조업,"24,831,859","12,415,929,500","500",원(KRW)
1163,038950,파인디지털,032604,통신 및 방송 장비 제조업,"10,210,765","5,105,382,500","500",원(KRW)
1164,106240,파인테크닉스,032604,통신 및 방송 장비 제조업,"37,608,487","18,804,243,500","500",원(KRW)
1165,131760,파인텍,032602,전자부품 제조업,"11,513,868","5,756,934,000","500",원(KRW)
1166,140860,파크시스템스,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","6,646,055","3,323,027,500","500",원(KRW)
1167,091700,파트론,032602,전자부품 제조업,"54,156,410","27,078,205,000","500",원(KRW)
1168,194510,파티게임즈,105802,소프트웨어 개발 및 공급업,"24,488,350","12,244,175,000","500",원(KRW)
1169,038160,팍스넷,106309,기타 정보 서비스업,"11,077,521","5,538,760,500","500",원(KRW)
1170,032800,판타지오,189001,창작 및 예술관련 서비스업,"72,703,943","36,351,971,500","500",원(KRW)
1171,043090,팜스웰바이오,074607,기타 전문 도매업,"27,126,112","13,563,056,000","500",원(KRW)
1172,027710,팜스토리,031008,동물용 사료 및 조제식품 제조업,"88,347,431","45,974,044,500","500",원(KRW)
1173,225590,패션플랫폼,031401,봉제의복 제조업,"25,189,535","2,518,953,500","100",원(KRW)
1174,054300,팬스타엔터프라이즈,032901,일반 목적용 기계 제조업,"43,317,303","21,658,651,500","500",원(KRW)
1175,068050,팬엔터테인먼트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","13,742,997","6,871,498,500","500",원(KRW)
1176,222110,팬젠,032102,의약품 제조업,"9,641,781","4,820,890,500","500",원(KRW)
1177,060900,퍼시픽바이오,031902,석유 정제품 제조업,"51,110,211","5,111,021,100","100",원(KRW)
1178,263750,펄어비스,105802,소프트웨어 개발 및 공급업,"12,943,000","6,471,500,000","500",원(KRW)
1179,087010,펩트론,032101,기초 의약물질 및 생물학적 제제 제조업,"15,326,500","7,663,250,000","500",원(KRW)
1180,043370,평화정공,033003,자동차 신품 부품 제조업,"21,000,000","10,500,000,000","500",원(KRW)
1181,119500,포메탈,032509,기타 금속 가공제품 제조업,"11,847,232","6,012,340,000","500",원(KRW)
1182,016670,포비스티앤씨,074607,기타 전문 도매업,"40,078,058","20,039,029,000","500",원(KRW)
1183,056730,포스링크,074607,기타 전문 도매업,"46,163,868","23,081,934,000","500",원(KRW)
1184,022100,포스코 ICT,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","152,034,729","76,017,364,500","500",원(KRW)
1185,009520,포스코엠텍,032401,1차 철강 제조업,"41,642,703","20,821,351,500","500",원(KRW)
1186,003670,포스코켐텍,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","59,070,000","29,535,000,000","500",원(KRW)
1187,189690,포시에스,105802,소프트웨어 개발 및 공급업,"7,515,763","3,757,881,500","500",원(KRW)
1188,141020,포티스,074709,무점포 소매업,"48,714,749","24,357,374,500","500",원(KRW)
1189,290720,푸드나무,074709,무점포 소매업,"6,806,034","3,403,017,000","500",원(KRW)
1190,005670,푸드웰,031003,"과실, 채소 가공 및 저장 처리업","8,000,000","4,000,000,000","500",원(KRW)
1191,094940,푸른기술,032603,컴퓨터 및 주변장치 제조업,"6,574,202","3,287,101,000","500",원(KRW)
1192,007330,푸른저축은행,116401,은행 및 저축기관,"15,082,800","15,082,800,000","1,000",원(KRW)
1193,093380,풍강,032509,기타 금속 가공제품 제조업,"9,879,313","4,939,656,500","500",원(KRW)
1194,023900,풍국주정,031101,알코올음료 제조업,"12,600,000","6,300,000,000","500",원(KRW)
1195,195440,퓨전데이타,105802,소프트웨어 개발 및 공급업,"26,102,208","13,051,104,000","500",원(KRW)
1196,214270,퓨쳐스트림네트웍스,105802,소프트웨어 개발 및 공급업,"87,842,969","8,784,296,900","100",원(KRW)
1197,220100,퓨쳐켐,032102,의약품 제조업,"5,749,139","2,874,569,500","500",원(KRW)
1198,035200,프럼파스트,032202,플라스틱제품 제조업,"9,730,590","4,865,295,000","500",원(KRW)
1199,203690,프로스테믹스,032101,기초 의약물질 및 생물학적 제제 제조업,"45,374,817","4,537,481,700","100",원(KRW)
1200,053610,프로텍,032902,특수 목적용 기계 제조업,"9,460,203","4,730,101,500","500",원(KRW)
1201,053160,프리엠스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,000,000","3,000,000,000","500",원(KRW)
1202,075130,플랜티넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","8,960,000","4,480,000,000","500",원(KRW)
1203,023770,플레이위드,105802,소프트웨어 개발 및 공급업,"3,660,067","1,830,033,500","500",원(KRW)
1204,032580,피델릭스,032601,반도체 제조업,"21,441,058","10,720,529,000","500",원(KRW)
1205,051380,피씨디렉트,074605,기계장비 및 관련 물품 도매업,"8,114,848","4,057,424,000","500",원(KRW)
1206,241820,피씨엘,032103,의료용품 및 기타 의약 관련제품 제조업,"8,941,164","4,470,582,000","500",원(KRW)
1207,237750,피앤씨테크,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,496,600","3,248,300,000","500",원(KRW)
1208,131390,피앤이솔루션,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","14,280,000","7,140,000,000","500",원(KRW)
1209,054340,피앤텔,032604,통신 및 방송 장비 제조업,"30,786,591","15,393,295,500","500",원(KRW)
1210,024850,피에스엠씨,032602,전자부품 제조업,"38,726,201","19,363,100,500","500",원(KRW)
1211,031980,피에스케이,032902,특수 목적용 기계 제조업,"20,331,604","10,165,802,000","500",원(KRW)
1212,002230,피에스텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","19,669,243","9,834,621,500","500",원(KRW)
1213,137400,피엔티,032902,특수 목적용 기계 제조업,"8,817,348","4,408,674,000","500",원(KRW)
1214,073570,피엠지파마,032902,특수 목적용 기계 제조업,"13,872,974","6,936,487,000","500",원(KRW)
1215,128660,피제이메탈,032402,1차 비철금속 제조업,"24,803,369","12,401,684,500","500",원(KRW)
1216,006140,피제이전자,032701,의료용 기기 제조업,"15,000,000","7,500,000,000","500",원(KRW)
1217,087600,픽셀플러스,032602,전자부품 제조업,"8,166,558","4,083,279,000","500",원(KRW)
1218,064800,필링크,074704,"섬유, 의복, 신발 및 가죽제품 소매업","61,629,126","6,162,912,600","100",원(KRW)
1219,161580,필옵틱스,032902,특수 목적용 기계 제조업,"17,272,398","8,636,199,000","500",원(KRW)
1220,270520,하나금융10호스팩,116601,금융 지원 서비스업,"4,602,000","460,200,000","100",원(KRW)
1221,284620,하나금융11호스팩,116601,금융 지원 서비스업,"5,401,000","540,100,000","100",원(KRW)
1222,261200,하나금융9호스팩,116601,금융 지원 서비스업,"4,260,000","426,000,000","100",원(KRW)
1223,067310,하나마이크론,032601,반도체 제조업,"22,727,078","11,363,539,000","500",원(KRW)
1224,307160,하나머스트제6호스팩,116601,금융 지원 서비스업,"4,590,000","459,000,000","100",원(KRW)
1225,166090,하나머티리얼즈,032601,반도체 제조업,"19,622,674","9,811,337,000","500",원(KRW)
1226,136480,하림,031001,"도축, 육류 가공 및 저장 처리업","86,945,938","43,472,969,000","500",원(KRW)
1227,003380,하림지주,116409,기타 금융업,"93,584,198","9,358,419,800","100",원(KRW)
1228,149980,하이로닉,032701,의료용 기기 제조업,"14,094,745","1,409,474,500","100",원(KRW)
1229,013030,하이록코리아,032401,1차 철강 제조업,"13,613,232","6,806,616,000","500",원(KRW)
1230,126700,하이비젼시스템,032703,사진장비 및 광학기기 제조업,"14,942,112","7,471,056,000","500",원(KRW)
1231,200470,하이셈,137309,"그외 기타 전문, 과학 및 기술 서비스업","17,553,680","8,776,840,000","500",원(KRW)
1232,221840,하이즈항공,033103,"항공기,우주선 및 부품 제조업","17,696,167","8,848,083,500","500",원(KRW)
1233,106190,하이텍팜,074607,기타 전문 도매업,"7,088,782","3,544,391,000","500",원(KRW)
1234,066130,하츠,032805,가정용 기기 제조업,"12,800,000","6,400,000,000","500",원(KRW)
1235,004590,한국가구,074604,생활용품 도매업,"3,000,000","1,500,000,000","500",원(KRW)
1236,039340,한국경제TV,106002,텔레비전 방송업,"23,000,000","11,500,000,000","500",원(KRW)
1237,034950,한국기업평가,147509,기타 사업지원 서비스업,"4,540,514","24,452,570,000","5,000",원(KRW)
1238,222980,한국맥널티,031007,기타 식품 제조업,"4,975,000","2,487,500,000","500",원(KRW)
1239,025550,한국선재,032401,1차 철강 제조업,"24,522,254","12,261,127,000","500",원(KRW)
1240,017890,한국알콜,032004,기타 화학제품 제조업,"21,605,760","10,802,880,000","500",원(KRW)
1241,080720,한국유니온제약,032102,의약품 제조업,"5,903,728","2,951,864,000","500",원(KRW)
1242,063570,한국전자금융,147509,기타 사업지원 서비스업,"34,645,728","17,322,864,000","500",원(KRW)
1243,041460,한국전자인증,105802,소프트웨어 개발 및 공급업,"21,459,249","10,729,624,500","500",원(KRW)
1244,101680,한국정밀기계,032902,특수 목적용 기계 제조업,"8,404,000","4,202,000,000","500",원(KRW)
1245,039740,한국정보공학,074607,기타 전문 도매업,"8,018,397","4,009,198,500","500",원(KRW)
1246,053300,한국정보인증,105802,소프트웨어 개발 및 공급업,"31,165,000","15,582,500,000","500",원(KRW)
1247,025770,한국정보통신,106102,전기 통신업,"38,812,743","19,406,371,500","500",원(KRW)
1248,271740,한국제5호스팩,116601,금융 지원 서비스업,"4,000,000","400,000,000","100",원(KRW)
1249,281410,한국제6호스팩,116601,금융 지원 서비스업,"4,510,000","451,000,000","100",원(KRW)
1250,291210,한국제7호스팩,116601,금융 지원 서비스업,"5,060,000","506,000,000","100",원(KRW)
1251,310870,한국제8호스팩,116601,금융 지원 서비스업,"3,420,000","342,000,000","100",원(KRW)
1252,023760,한국캐피탈,116409,기타 금융업,"168,209,576","84,104,788,000","500",원(KRW)
1253,054040,한국컴퓨터,032602,전자부품 제조업,"16,071,290","8,035,645,000","500",원(KRW)
1254,050540,한국코퍼레이션,147509,기타 사업지원 서비스업,"38,785,593","19,392,796,500","500",원(KRW)
1255,021650,한국큐빅,032202,플라스틱제품 제조업,"16,350,563","8,175,281,500","500",원(KRW)
1256,053590,한국테크놀로지,032902,특수 목적용 기계 제조업,"70,150,569","35,075,284,500","500",원(KRW)
1257,037230,한국팩키지,031702,"골판지, 종이 상자 및 종이용기 제조업","25,000,000","12,500,000,000","500",원(KRW)
1258,030520,한글과컴퓨터,105802,소프트웨어 개발 및 공급업,"23,082,211","12,202,162,500","500",원(KRW)
1259,052600,한네트,106102,전기 통신업,"11,563,700","5,781,850,000","500",원(KRW)
1260,092460,한라IMS,033101,선박 및 보트 건조업,"11,459,502","5,729,751,000","500",원(KRW)
1261,222810,한류AI센터,105802,소프트웨어 개발 및 공급업,"15,993,536","1,599,353,600","100",원(KRW)
1262,047080,한빛소프트,105802,소프트웨어 개발 및 공급업,"24,779,836","12,389,918,000","500",원(KRW)
1263,070300,한솔시큐어,105802,소프트웨어 개발 및 공급업,"7,366,074","3,683,037,000","500",원(KRW)
1264,221610,한솔씨앤피,032004,기타 화학제품 제조업,"3,993,673","1,996,836,500","500",원(KRW)
1265,070590,한솔인티큐브,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","13,879,521","6,939,760,500","500",원(KRW)
1266,226440,한송네오텍,032902,특수 목적용 기계 제조업,"39,601,008","3,960,100,800","100",원(KRW)
1267,042520,한스바이오메드,032103,의료용품 및 기타 의약 관련제품 제조업,"9,857,857","4,928,928,500","500",원(KRW)
1268,078350,한양디지텍,032601,반도체 제조업,"10,000,000","5,000,000,000","500",원(KRW)
1269,045100,한양이엔지,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","18,000,000","9,000,000,000","500",원(KRW)
1270,046110,한일네트웍스,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","11,954,227","5,977,113,500","500",원(KRW)
1271,024740,한일단조,033003,자동차 신품 부품 제조업,"29,891,328","14,945,664,000","500",원(KRW)
1272,005860,한일사료,031008,동물용 사료 및 조제식품 제조업,"39,403,685","19,701,842,500","500",원(KRW)
1273,123840,한일진공,032902,특수 목적용 기계 제조업,"55,606,816","5,560,681,600","100",원(KRW)
1274,007770,한일화학,032001,기초 화학물질 제조업,"3,510,000","1,755,000,000","500",원(KRW)
1275,079170,한창산업,032402,1차 비철금속 제조업,"5,200,000","2,600,000,000","500",원(KRW)
1276,086960,한컴MDS,105802,소프트웨어 개발 및 공급업,"8,828,608","4,844,725,000","500",원(KRW)
1277,054920,한컴시큐어,105802,소프트웨어 개발 및 공급업,"14,309,144","7,154,572,000","500",원(KRW)
1278,215090,한컴유니맥스,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","18,152,087","1,815,208,700","100",원(KRW)
1279,077280,한컴지엠디,105802,소프트웨어 개발 및 공급업,"11,766,339","5,883,169,500","500",원(KRW)
1280,002680,한탑,031006,"곡물가공품, 전분 및 전분제품 제조업","20,800,000","10,400,000,000","500",원(KRW)
1281,066110,한프,032603,컴퓨터 및 주변장치 제조업,"45,444,407","22,722,203,500","500",원(KRW)
1282,265920,한화수성스팩,116601,금융 지원 서비스업,"4,440,000","444,000,000","100",원(KRW)
1283,264290,한화에이스스팩3호,116601,금융 지원 서비스업,"3,080,000","308,000,000","100",원(KRW)
1284,279410,한화에이스스팩4호,116601,금융 지원 서비스업,"3,495,000","349,500,000","100",원(KRW)
1285,102210,해덕파워웨이,033101,선박 및 보트 건조업,"73,696,405","7,369,640,500","100",원(KRW)
1286,220630,해마로푸드서비스,074603,음·식료품 및 담배 도매업,"93,897,786","9,389,778,600","100",원(KRW)
1287,034810,해성산업,126801,부동산 임대 및 공급업,"9,780,000","4,890,000,000","500",원(KRW)
1288,076610,해성옵틱스,032703,사진장비 및 광학기기 제조업,"16,675,000","8,337,500,000","500",원(KRW)
1289,220180,핸디소프트,105802,소프트웨어 개발 및 공급업,"8,985,581","4,492,790,500","500",원(KRW)
1290,900270,헝셩그룹,116409,기타 금융업,"80,000,000","416,446,347","0",중국위안(CNY)
1291,170030,현대공업,033003,자동차 신품 부품 제조업,"15,340,000","7,670,000,000","500",원(KRW)
1292,048410,현대바이오,032004,기타 화학제품 제조업,"33,718,859","16,859,429,500","500",원(KRW)
1293,016790,현대사료,031008,동물용 사료 및 조제식품 제조업,"6,150,486","3,075,243,000","500",원(KRW)
1294,026180,현대정보기술,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","59,537,195","59,537,195,000","1,000",원(KRW)
1295,039010,현대통신,032604,통신 및 방송 장비 제조업,"8,625,000","4,312,500,000","500",원(KRW)
1296,204990,현성바이탈,031007,기타 식품 제조업,"31,650,123","15,825,061,500","500",원(KRW)
1297,092300,현우산업,032602,전자부품 제조업,"14,317,308","7,158,654,000","500",원(KRW)
1298,053660,현진소재,032509,기타 금속 가공제품 제조업,"23,500,306","11,750,153,000","500",원(KRW)
1299,011080,형지I&C,031401,봉제의복 제조업,"38,955,668","19,477,834,000","500",원(KRW)
1300,060560,홈센타홀딩스,116409,기타 금융업,"84,850,378","42,425,189,000","500",원(KRW)
1301,064240,홈캐스트,032605,영상 및 음향기기 제조업,"32,278,430","16,389,256,500","500",원(KRW)
1302,039610,화성밸브,032901,일반 목적용 기계 제조업,"7,280,000","3,640,000,000","500",원(KRW)
1303,126640,화신정공,033003,자동차 신품 부품 제조업,"36,373,887","3,637,388,700","100",원(KRW)
1304,086250,화신테크,032902,특수 목적용 기계 제조업,"9,700,000","4,850,000,000","500",원(KRW)
1305,204630,화이브라더스코리아,189001,창작 및 예술관련 서비스업,"28,613,475","2,861,347,500","100",원(KRW)
1306,061250,화일약품,032102,의약품 제조업,"14,410,958","7,205,479,000","500",원(KRW)
1307,134780,화진,033003,자동차 신품 부품 제조업,"24,039,448","12,019,724,000","500",원(KRW)
1308,123260,화텍파워,032601,반도체 제조업,"24,015,495","12,007,747,500","500",원(KRW)
1309,097870,효성오앤비,032003,"비료, 농약 및 살균, 살충제 제조업","8,490,000","4,245,000,000","500",원(KRW)
1310,050090,휘닉스소재,032602,전자부품 제조업,"69,138,942","34,569,471,000","500",원(KRW)
1311,290270,휴네시온,105802,소프트웨어 개발 및 공급업,"4,803,836","2,401,918,000","500",원(KRW)
1312,205470,휴마시스,032103,의료용품 및 기타 의약 관련제품 제조업,"28,042,009","2,804,200,900","100",원(KRW)
1313,115160,휴맥스,032605,영상 및 음향기기 제조업,"23,911,798","11,955,899,000","500",원(KRW)
1314,028080,휴맥스홀딩스,116409,기타 금융업,"12,577,506","6,288,753,000","500",원(KRW)
1315,200670,휴메딕스,032102,의약품 제조업,"9,347,753","4,673,876,500","500",원(KRW)
1316,065510,휴비츠,032701,의료용 기기 제조업,"11,882,871","5,941,435,500","500",원(KRW)
1317,243070,휴온스,032102,의약품 제조업,"8,168,085","4,084,042,500","500",원(KRW)
1318,084110,휴온스글로벌,116409,기타 금융업,"10,404,299","5,202,149,500","500",원(KRW)
1319,145020,휴젤,032101,기초 의약물질 및 생물학적 제제 제조업,"4,358,205","2,179,102,500","500",원(KRW)
1320,024060,흥구석유,074607,기타 전문 도매업,"15,000,000","1,500,000,000","100",원(KRW)
1321,010240,흥국,032902,특수 목적용 기계 제조업,"12,322,696","6,161,348,000","500",원(KRW)
1322,189980,흥국에프엔비,031102,비알코올음료 및 얼음 제조업,"7,341,291","3,670,645,500","500",원(KRW)
1323,037440,희림,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","13,922,475","6,961,237,500","500",원(KRW)
1324,238490,힘스,032902,특수 목적용 기계 제조업,"5,656,118","2,828,059,000","500",원(KRW)
