번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분
328,032830,삼성생명,116501,보험업,"200,000,000","100,000,000,000","500",원(KRW)
329,018260,삼성에스디에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","77,377,800","38,688,900,000","500",원(KRW)
330,028050,삼성엔지니어링,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","196,000,000","980,000,000,000","5,000",원(KRW)
331,009150,삼성전기,032602,전자부품 제조업,"74,693,696","388,003,400,000","5,000",원(KRW)
332,005930,삼성전자,032604,통신 및 방송 장비 제조업,"5,969,782,550","897,513,820,000","100",원(KRW)
333,001360,삼성제약,032102,의약품 제조업,"58,235,047","29,117,523,500","500",원(KRW)
334,010140,삼성중공업,033101,선박 및 보트 건조업,"630,000,000","3,150,574,225,000","5,000",원(KRW)
335,016360,삼성증권,116601,금융 지원 서비스업,"89,300,000","458,478,080,000","5,000",원(KRW)
336,068290,삼성출판사,105801,"서적, 잡지 및 기타 인쇄물 출판업","10,000,000","5,000,000,000","500",원(KRW)
337,029780,삼성카드,116409,기타 금융업,"115,858,891","614,794,455,000","5,000",원(KRW)
338,000810,삼성화재해상보험,116501,보험업,"47,374,837","26,473,418,500","500",원(KRW)
339,006110,삼아알미늄,032402,1차 비철금속 제조업,"11,000,000","5,500,000,000","500",원(KRW)
340,145990,삼양사,031007,기타 식품 제조업,"10,289,803","53,299,365,000","5,000",원(KRW)
341,003230,삼양식품,031007,기타 식품 제조업,"7,533,015","37,665,075,000","5,000",원(KRW)
342,002170,삼양통상,031501,"가죽, 가방 및 유사제품 제조업","3,000,000","15,000,000,000","5,000",원(KRW)
343,272550,삼양패키징,032202,플라스틱제품 제조업,"14,209,804","71,049,020,000","5,000",원(KRW)
344,000070,삼양홀딩스,116409,기타 금융업,"8,564,271","44,341,645,000","5,000",원(KRW)
345,002810,삼영무역,074607,기타 전문 도매업,"16,466,623","8,233,311,500","500",원(KRW)
346,005680,삼영전자공업,032602,전자부품 제조업,"20,000,000","10,000,000,000","500",원(KRW)
347,003720,삼영화학공업,032202,플라스틱제품 제조업,"34,000,000","17,000,000,000","500",원(KRW)
348,023000,삼원강재,033003,자동차 신품 부품 제조업,"40,000,000","20,000,000,000","500",원(KRW)
349,004380,삼익THK,032901,일반 목적용 기계 제조업,"21,000,000","10,500,000,000","500",원(KRW)
350,002450,삼익악기,033302,악기 제조업,"90,530,915","45,265,457,500","500",원(KRW)
351,000520,삼일제약,032102,의약품 제조업,"6,500,000","6,500,000,000","1,000",원(KRW)
352,009770,삼정펄프,031701,"펄프, 종이 및 판지 제조업","2,499,971","12,499,855,000","5,000",원(KRW)
353,005500,삼진제약,032102,의약품 제조업,"13,900,000","13,900,000,000","1,000",원(KRW)
354,004690,삼천리,043502,연료용 가스 제조 및 배관공급업,"4,055,025","20,275,125,000","5,000",원(KRW)
355,001880,삼호,064101,건물 건설업,"15,179,766","75,898,830,000","5,000",원(KRW)
356,010960,삼호개발,064201,기반조성 및 시설물 축조관련 전문공사업,"25,000,000","12,500,000,000","500",원(KRW)
357,004450,삼화왕관,032509,기타 금속 가공제품 제조업,"2,154,379","10,771,895,000","5,000",원(KRW)
358,009470,삼화전기,032602,전자부품 제조업,"6,613,820","6,613,820,000","1,000",원(KRW)
359,011230,삼화전자공업,032605,영상 및 음향기기 제조업,"10,457,940","10,457,940,000","1,000",원(KRW)
360,001820,삼화콘덴서공업,032602,전자부품 제조업,"10,395,000","10,395,000,000","1,000",원(KRW)
361,000390,삼화페인트공업,032004,기타 화학제품 제조업,"26,438,751","13,219,375,500","500",원(KRW)
362,041650,상신브레이크,033003,자동차 신품 부품 제조업,"21,471,450","10,735,725,000","500",원(KRW)
363,075180,새론오토모티브,033003,자동차 신품 부품 제조업,"19,200,000","9,600,000,000","500",원(KRW)
364,007540,샘표,116409,기타 금융업,"2,875,800","2,875,800,000","1,000",원(KRW)
365,248170,샘표식품,031007,기타 식품 제조업,"4,568,286","2,284,143,000","500",원(KRW)
366,007860,서연,116409,기타 금융업,"23,479,844","11,739,922,000","500",원(KRW)
367,200880,서연이화,033003,자동차 신품 부품 제조업,"27,028,437","13,514,218,500","500",원(KRW)
368,017390,서울도시가스,043502,연료용 가스 제조 및 배관공급업,"5,000,000","35,000,000,000","5,000",원(KRW)
369,004410,서울식품공업,031007,기타 식품 제조업,"337,410,000","33,963,450,000","100",원(KRW)
370,021050,서원,032403,금속 주조업,"47,474,590","23,737,295,000","500",원(KRW)
371,008490,서흥,032004,기타 화학제품 제조업,"11,569,113","6,084,556,500","500",원(KRW)
372,007610,선도전기,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","18,000,000","9,000,000,000","500",원(KRW)
373,136490,선진,031008,동물용 사료 및 조제식품 제조업,"23,779,604","11,889,802,000","500",원(KRW)
374,002820,선창산업,031602,나무제품 제조업,"12,607,989","12,607,989,000","1,000",원(KRW)
375,014910,성문전자,032602,전자부품 제조업,"19,486,857","10,043,428,500","500",원(KRW)
376,003080,성보화학,032003,"비료, 농약 및 살균, 살충제 제조업","20,020,000","10,010,000,000","500",원(KRW)
377,004980,성신양회,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","24,008,482","128,508,590,000","5,000",원(KRW)
378,011300,성안,031302,직물직조 및 직물제품 제조업,"56,857,860","28,428,930,000","500",원(KRW)
379,000180,성창기업지주,137105,회사 본부 및 경영 컨설팅 서비스업,"69,751,600","36,000,000,000","500",원(KRW)
380,002420,세기상사,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","407,592","2,037,960,000","5,000",원(KRW)
381,004360,세방,084903,도로 화물 운송업,"19,308,690","11,498,970,000","500",원(KRW)
382,004490,세방전지,032802,일차전지 및 축전지 제조업,"14,000,000","7,000,000,000","500",원(KRW)
383,001430,세아베스틸,032401,1차 철강 제조업,"35,862,119","219,310,595,000","5,000",원(KRW)
384,306200,세아제강,032401,1차 철강 제조업,"2,836,300","14,181,500,000","5,000",원(KRW)
385,003030,세아제강지주,116409,기타 금융업,"4,141,657","20,708,285,000","5,000",원(KRW)
386,019440,세아특수강,032401,1차 철강 제조업,"8,570,000","42,850,000,000","5,000",원(KRW)
387,058650,세아홀딩스,116409,기타 금융업,"4,000,000","20,000,000,000","5,000",원(KRW)
388,013000,세우글로벌,074607,기타 전문 도매업,"23,690,705","11,845,352,500","500",원(KRW)
389,091090,세원셀론텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","60,990,792","30,495,396,000","500",원(KRW)
390,021820,세원정공,033003,자동차 신품 부품 제조업,"10,000,000","5,000,000,000","500",원(KRW)
391,067830,세이브존I&C,074701,종합 소매업,"41,040,895","41,040,895,000","1,000",원(KRW)
392,033530,세종공업,033003,자동차 신품 부품 제조업,"21,929,424","10,964,712,000","500",원(KRW)
393,075580,세진중공업,033101,선박 및 보트 건조업,"38,372,720","21,986,360,000","500",원(KRW)
394,027970,세하,031701,"펄프, 종이 및 판지 제조업","29,562,997","29,562,997,000","1,000",원(KRW)
395,145210,세화아이엠씨,032902,특수 목적용 기계 제조업,"29,402,067","14,701,033,500","500",원(KRW)
396,068270,셀트리온,032101,기초 의약물질 및 생물학적 제제 제조업,"125,456,133","125,456,133,000","1,000",원(KRW)
397,004430,송원산업,032004,기타 화학제품 제조업,"24,000,000","12,000,000,000","500",원(KRW)
398,017550,수산중공업,032902,특수 목적용 기계 제조업,"53,985,163","26,992,581,500","500",원(KRW)
399,134790,시디즈,033201,가구 제조업,"2,000,000","1,000,000,000","500",원(KRW)
400,016590,신대양제지,031702,"골판지, 종이 상자 및 종이용기 제조업","4,029,782","20,148,910,000","5,000",원(KRW)
401,029530,신도리코,032603,컴퓨터 및 주변장치 제조업,"10,080,029","50,400,145,000","5,000",원(KRW)
402,004970,신라교역,010301,어로 어업,"16,000,000","8,000,000,000","500",원(KRW)
403,011930,신성이엔지,032601,반도체 제조업,"172,993,713","86,606,856,500","500",원(KRW)
404,005390,신성통상,074607,기타 전문 도매업,"143,708,390","71,854,195,000","500",원(KRW)
405,004170,신세계,074701,종합 소매업,"9,845,181","49,225,905,000","5,000",원(KRW)
406,035510,신세계I&C,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","1,720,000","8,600,000,000","5,000",원(KRW)
407,034300,신세계건설,064101,건물 건설업,"4,000,000","20,000,000,000","5,000",원(KRW)
408,031430,신세계인터내셔날,074704,"섬유, 의복, 신발 및 가죽제품 소매업","7,140,000","35,700,000,000","5,000",원(KRW)
409,031440,신세계푸드,095601,음식점업,"3,872,480","19,362,400,000","5,000",원(KRW)
410,006880,신송홀딩스,116409,기타 금융업,"11,828,858","5,914,429,000","500",원(KRW)
411,005800,신영와코루,031401,봉제의복 제조업,"900,000","4,500,000,000","5,000",원(KRW)
412,001720,신영증권,116601,금융 지원 서비스업,"9,386,237","82,200,000,000","5,000",원(KRW)
413,009270,신원,031401,봉제의복 제조업,"80,788,152","40,439,446,000","500",원(KRW)
414,002700,신일산업,074605,기계장비 및 관련 물품 도매업,"71,047,521","35,523,760,500","500",원(KRW)
415,019170,신풍제약,032102,의약품 제조업,"52,984,990","27,592,495,000","500",원(KRW)
416,002870,신풍제지,031701,"펄프, 종이 및 판지 제조업","34,958,700","17,479,350,000","500",원(KRW)
417,005450,신한,064101,건물 건설업,"7,022,839","35,114,195,000","5,000",원(KRW)
418,293940,신한알파리츠,126801,부동산 임대 및 공급업,"38,106,123","38,106,123,000","1,000",원(KRW)
419,055550,신한지주,116409,기타 금융업,"474,199,587","2,370,997,935,000","5,000",원(KRW)
420,001770,신화실업,032401,1차 철강 제조업,"1,214,878","6,074,390,000","5,000",원(KRW)
421,004080,신흥,074605,기계장비 및 관련 물품 도매업,"9,600,000","6,733,070,000","500",원(KRW)
422,102280,쌍방울,031401,봉제의복 제조업,"129,124,213","64,562,106,500","500",원(KRW)
423,003410,쌍용양회공업,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","503,859,595","505,403,280,000","1,000",원(KRW)
424,003620,쌍용자동차,033001,자동차용 엔진 및 자동차 제조업,"137,949,396","689,746,980,000","5,000",원(KRW)
425,004770,써니전자,032601,반도체 제조업,"29,976,480","15,938,240,000","500",원(KRW)
426,004920,씨아이테크,033309,그외 기타 제품 제조업,"54,212,316","27,106,158,000","500",원(KRW)
427,112610,씨에스윈드,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","17,285,715","8,642,857,500","500",원(KRW)
428,008700,아남전자,032605,영상 및 음향기기 제조업,"77,124,820","38,562,410,000","500",원(KRW)
429,090430,아모레퍼시픽,032004,기타 화학제품 제조업,"58,458,490","34,508,160,000","500",원(KRW)
430,002790,아모레퍼시픽그룹,116409,기타 금융업,"82,458,180","44,450,975,000","500",원(KRW)
431,002030,아세아,137105,회사 본부 및 경영 컨설팅 서비스업,"2,191,024","10,955,120,000","5,000",원(KRW)
432,183190,아세아시멘트,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","3,895,809","19,479,045,000","5,000",원(KRW)
433,002310,아세아제지,031702,"골판지, 종이 상자 및 종이용기 제조업","8,956,502","44,782,510,000","5,000",원(KRW)
434,267850,아시아나IDT,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","11,100,000","5,550,000,000","500",원(KRW)
435,020560,아시아나항공,085101,항공 여객 운송업,"205,235,294","1,026,176,470,000","5,000",원(KRW)
436,122900,아이마켓코리아,074608,상품 종합 도매업,"35,943,340","18,166,670,000","500",원(KRW)
437,010780,아이에스동서,032302,"내화, 비내화 요업제품 제조업","30,853,371","15,426,685,500","500",원(KRW)
438,003560,아이에이치큐,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","146,235,748","73,117,874,000","500",원(KRW)
439,033660,아주캐피탈,116409,기타 금융업,"57,545,890","287,729,450,000","5,000",원(KRW)
440,101140,아티스,074604,생활용품 도매업,"28,995,962","14,497,981,000","500",원(KRW)
441,001780,알루코,032402,1차 비철금속 제조업,"74,524,102","37,262,051,000","500",원(KRW)
442,002250,알보젠코리아,032102,의약품 제조업,"11,857,922","59,289,610,000","5,000",원(KRW)
443,018250,애경산업,032004,기타 화학제품 제조업,"26,289,135","26,289,135,000","1,000",원(KRW)
444,161000,애경유화,032001,기초 화학물질 제조업,"32,040,000","16,020,000,000","500",,02-850-2000,서울특별시 구로구  공원로 7 ,788
445,011090,에넥스,033201,가구 제조업,"59,991,641","29,995,820,500","500",원(KRW)
446,005850,에스엘,033003,자동차 신품 부품 제조업,"33,865,090","16,932,545,000","500",원(KRW)
447,012750,에스원,147503,"경비, 경호 및 탐정업","37,999,178","18,999,589,000","500",원(KRW)
448,123700,에스제이엠,033003,자동차 신품 부품 제조업,"15,604,898","7,802,449,000","500",원(KRW)
449,025530,에스제이엠홀딩스,116409,기타 금융업,"14,934,008","7,467,004,000","500",원(KRW)
450,023960,에쓰씨엔지니어링,064102,토목 건설업,"25,016,587","12,508,293,500","500",원(KRW)
451,298690,에어부산,085101,항공 여객 운송업,"52,070,000","52,070,000,000","1,000",원(KRW)
452,140910,에이리츠,126801,부동산 임대 및 공급업,"3,675,909","18,379,545,000","5,000",원(KRW)
453,078520,에이블씨엔씨,032004,기타 화학제품 제조업,"27,033,459","13,516,729,500","500",원(KRW)
454,015260,에이엔피,032602,전자부품 제조업,"82,784,868","41,392,434,000","500",원(KRW)
455,007460,에이프로젠 KIC,032509,기타 금속 가공제품 제조업,"98,393,559","49,196,779,500","500",원(KRW)
456,003060,에이프로젠제약,032102,의약품 제조업,"107,882,194","53,941,097,000","500",원(KRW)
457,036570,엔씨소프트,105802,소프트웨어 개발 및 공급업,"21,939,022","10,969,511,000","500",원(KRW)
458,138250,엔에스쇼핑,074709,무점포 소매업,"33,696,000","16,848,000,000","500",원(KRW)
459,085310,엔케이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","79,983,352","39,991,676,000","500",원(KRW)
460,009810,엔케이물산,074607,기타 전문 도매업,"81,238,723","40,619,361,500","500",원(KRW)
461,004250,엔피씨,032202,플라스틱제품 제조업,"36,720,000","21,000,000,000","500",원(KRW)
462,900140,엘브이엠씨,116409,기타 금융업,"47,869,508","11,967,377","0.25",미국달러(USD)
463,014440,영보화학,032202,플라스틱제품 제조업,"20,000,000","10,000,000,000","500",원(KRW)
464,111770,영원무역,074608,상품 종합 도매업,"44,311,468","22,155,734,000","500",원(KRW)
465,009970,영원무역홀딩스,116409,기타 금융업,"13,635,592","6,817,796,000","500",원(KRW)
466,003520,영진약품,032102,의약품 제조업,"182,892,731","91,446,365,500","500",원(KRW)
467,000670,영풍,032402,1차 비철금속 제조업,"1,842,040","9,210,200,000","5,000",원(KRW)
468,006740,영풍제지,031702,"골판지, 종이 상자 및 종이용기 제조업","22,200,000","11,100,000,000","500",원(KRW)
469,012280,영화금속,033003,자동차 신품 부품 제조업,"45,451,006","23,597,333,000","500",원(KRW)
470,012160,영흥철강,032401,1차 철강 제조업,"85,826,509","42,913,254,500","500",원(KRW)
471,015360,예스코홀딩스,116409,기타 금융업,"6,000,000","30,000,000,000","5,000",원(KRW)
472,007310,오뚜기,031007,기타 식품 제조업,"3,605,237","18,026,185,000","5,000",원(KRW)
473,079440,오렌지라이프,116501,보험업,"82,000,000","82,000,000,000","1,000",원(KRW)
474,002630,오리엔트바이오,032102,의약품 제조업,"168,535,104","84,267,552,000","500",원(KRW)
475,271560,오리온,031007,기타 식품 제조업,"39,536,132","19,768,066,000","500",원(KRW)
476,001800,오리온홀딩스,116409,기타 금융업,"62,645,422","31,322,711,000","500",원(KRW)
477,070960,용평리조트,095501,일반 및 생활 숙박시설 운영업,"48,133,333","240,666,665,000","5,000",원(KRW)
478,004720,우리들제약,032102,의약품 제조업,"11,570,324","5,785,162,000","500",원(KRW)
479,118000,우리들휴브레인,074605,기계장비 및 관련 물품 도매업,"24,298,019","12,149,009,500","500",원(KRW)
480,000030,우리은행,116401,은행 및 저축기관,"676,000,000","3,381,391,855,000","5,000",원(KRW)
481,010050,우리종금,116409,기타 금융업,"674,203,406","337,101,703,000","500",원(KRW)
482,006980,우성사료,031006,"곡물가공품, 전분 및 전분제품 제조업","30,900,000","15,450,000,000","500",원(KRW)
483,017370,우신시스템,032902,특수 목적용 기계 제조업,"18,314,054","9,157,027,000","500",원(KRW)
484,105840,우진,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","17,543,127","8,771,563,500","500",원(KRW)
485,010400,우진아이엔에스,064202,건물설비 설치 공사업,"7,622,000","3,811,000,000","500",원(KRW)
486,049800,우진플라임,032902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000","500",원(KRW)
487,016880,웅진,116409,기타 금융업,"74,166,668","39,333,334,000","500",원(KRW)
488,095720,웅진씽크빅,168501,초등 교육기관,"76,621,165","38,310,582,500","500",원(KRW)
489,103130,웅진에너지,032601,반도체 제조업,"30,895,419","154,477,095,000","5,000",원(KRW)
490,005820,원림,031303,편조원단 제조업,"2,200,000","11,000,000,000","5,000",원(KRW)
491,010600,웰바이오텍,074601,상품 중개업,"37,326,241","18,663,120,500","500",원(KRW)
492,008600,윌비스,074604,생활용품 도매업,"57,000,000","62,646,140,000","1,000",원(KRW)
493,033270,유나이티드,032102,의약품 제조업,"16,207,322","8,103,661,000","500",원(KRW)
494,014830,유니드,032001,기초 화학물질 제조업,"8,889,843","44,449,215,000","5,000",원(KRW)
495,000910,유니온,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","15,611,619","7,805,809,500","500",원(KRW)
496,047400,유니온머티리얼,032302,"내화, 비내화 요업제품 제조업","42,000,000","21,000,000,000","500",원(KRW)
497,011330,유니켐,031501,"가죽, 가방 및 유사제품 제조업","60,370,076","30,185,038,000","500",원(KRW)
498,077500,유니퀘스트,074605,기계장비 및 관련 물품 도매업,"27,190,652","13,595,326,000","500",원(KRW)
499,002920,유성기업,033003,자동차 신품 부품 제조업,"25,947,500","12,973,750,000","500",원(KRW)
500,000700,유수홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업,"26,041,812","65,104,530,000","2,500",원(KRW)
501,003470,유안타증권,116601,금융 지원 서비스업,"199,596,576","1,062,543,940,000","5,000",원(KRW)
502,011690,유양디앤유,032601,반도체 제조업,"56,710,939","28,355,469,500","500",원(KRW)
503,072130,유엔젤,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","13,195,454","6,597,727,000","500",원(KRW)
504,000220,유유제약,032102,의약품 제조업,"6,368,587","8,042,972,000","1,000",원(KRW)
505,001200,유진증권,116601,금융 지원 서비스업,"96,866,418","537,592,090,000","5,000",원(KRW)
506,000100,유한양행,032102,의약품 제조업,"12,777,115","65,066,515,000","5,000",원(KRW)
507,003460,유화증권,116601,금융 지원 서비스업,"11,340,483","74,178,840,000","5,000",원(KRW)
508,008730,율촌화학,032202,플라스틱제품 제조업,"24,800,000","14,776,380,000","500",원(KRW)
509,008250,이건산업,031602,나무제품 제조업,"10,952,635","54,763,175,000","5,000",원(KRW)
510,025820,이구산업,032402,1차 비철금속 제조업,"33,442,000","16,721,000,000","500",원(KRW)
511,214320,이노션,137103,광고업,"20,000,000","10,000,000,000","500",원(KRW)
512,088260,이리츠코크렙,126801,부동산 임대 및 공급업,"63,341,590","31,670,795,000","500",원(KRW)
513,139480,이마트,074701,종합 소매업,"27,875,819","139,379,095,000","5,000",원(KRW)
514,007660,이수페타시스,032602,전자부품 제조업,"41,268,398","41,268,398,000","1,000",원(KRW)
515,005950,이수화학,032001,기초 화학물질 제조업,"15,278,000","76,390,000,000","5,000",원(KRW)
516,015020,이스타코,126801,부동산 임대 및 공급업,"42,851,600","21,425,800,000","500",원(KRW)
517,093230,이아이디,074607,기타 전문 도매업,"242,188,696","48,437,739,200","200",원(KRW)
518,102460,이연제약,032102,의약품 제조업,"16,770,000","8,385,000,000","500",원(KRW)
519,084680,이월드,189102,유원지 및 기타 오락관련 서비스업,"90,509,897","90,509,897,000","1,000",원(KRW)
520,000760,이화산업,074607,기타 전문 도매업,"2,800,000","14,000,000,000","5,000",원(KRW)
521,014990,인디에프,031401,봉제의복 제조업,"58,932,995","29,466,497,500","500",원(KRW)
522,006490,인스코비,106102,전기 통신업,"89,723,464","44,861,732,000","500",원(KRW)
523,023800,인지컨트롤스,033003,자동차 신품 부품 제조업,"15,160,128","7,580,064,000","500",원(KRW)
524,034590,인천도시가스,043502,연료용 가스 제조 및 배관공급업,"4,374,754","21,873,770,000","5,000",원(KRW)
525,129260,인터지스,084903,도로 화물 운송업,"29,747,874","14,873,937,000","500",원(KRW)
526,023810,인팩,033003,자동차 신품 부품 제조업,"10,000,000","5,000,000,000","500",원(KRW)
527,249420,일동제약,032102,의약품 제조업,"21,591,413","21,591,413,000","1,000",원(KRW)
528,000230,일동홀딩스,116409,기타 금융업,"10,490,296","10,490,296,000","1,000",원(KRW)
529,013360,일성건설,064102,토목 건설업,"54,024,880","27,012,440,000","500",원(KRW)
530,003120,일성신약,032102,의약품 제조업,"2,660,000","13,300,000,000","5,000",원(KRW)
531,003200,일신방직,031301,방적 및 가공사 제조업,"2,400,000","12,000,000,000","5,000",원(KRW)
532,007110,일신석재,074606,"건축자재, 철물 및 난방장치 도매업","77,456,610","38,728,305,000","500",원(KRW)
533,007570,일양약품,032102,의약품 제조업,"19,085,664","48,826,860,000","2,500",원(KRW)
534,008500,일정실업,031303,편조원단 제조업,"1,200,000","6,000,000,000","5,000",원(KRW)
535,081000,일진다이아,032004,기타 화학제품 제조업,"11,277,975","11,277,975,000","1,000",원(KRW)
536,020760,일진디스플,032601,반도체 제조업,"28,314,440","14,157,220,000","500",원(KRW)
537,020150,일진머티리얼즈,032602,전자부품 제조업,"46,110,835","23,055,417,500","500",원(KRW)
538,103590,일진전기,032803,절연선 및 케이블 제조업,"37,080,390","37,080,390,000","1,000",원(KRW)
539,015860,일진홀딩스,116409,기타 금융업,"49,347,483","49,852,615,000","1,000",원(KRW)
540,226320,잇츠한불,032004,기타 화학제품 제조업,"21,929,315","10,964,657,500","500",원(KRW)
541,033240,자화전자,032602,전자부품 제조업,"17,900,000","8,950,000,000","500",원(KRW)
542,000950,전방,031301,방적 및 가공사 제조업,"1,680,000","8,400,000,000","5,000",원(KRW)
543,194370,제이에스코퍼레이션,031501,"가죽, 가방 및 유사제품 제조업","13,335,601","1,333,560,100","100",원(KRW)
544,025620,제이준코스메틱,032004,기타 화학제품 제조업,"26,524,184","13,262,092,000","500",원(KRW)
545,030000,제일기획,137103,광고업,"115,041,225","23,008,245,000","200",원(KRW)
546,271980,제일약품,032102,의약품 제조업,"14,704,872","7,352,436,000","500",원(KRW)
547,001560,제일연마,032309,기타 비금속 광물제품 제조업,"10,000,000","5,000,000,000","500",원(KRW)
548,002620,제일파마홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업,"15,973,355","7,986,677,500","500",원(KRW)
549,006220,제주은행,116401,은행 및 저축기관,"32,128,774","160,643,870,000","5,000",원(KRW)
550,089590,제주항공,085101,항공 여객 운송업,"26,356,758","131,783,790,000","5,000",원(KRW)
551,004910,조광페인트,032004,기타 화학제품 제조업,"12,800,000","6,400,000,000","500",원(KRW)
552,004700,조광피혁,031501,"가죽, 가방 및 유사제품 제조업","6,649,138","34,245,690,000","5,000",원(KRW)
553,001550,조비,032003,"비료, 농약 및 살균, 살충제 제조업","5,192,239","25,961,195,000","5,000",원(KRW)
554,000480,조선내화,032302,"내화, 비내화 요업제품 제조업","4,000,000","20,000,000,000","5,000",원(KRW)
555,120030,조선선재,032509,기타 금속 가공제품 제조업,"1,257,651","628,825,500","500",원(KRW)
556,018470,조일알미늄,032402,1차 비철금속 제조업,"69,600,000","34,800,000,000","500",원(KRW)
557,002600,조흥,031007,기타 식품 제조업,"600,000","3,000,000,000","5,000",원(KRW)
558,185750,종근당,032102,의약품 제조업,"10,370,290","25,925,725,000","2,500",원(KRW)
559,063160,종근당바이오,032102,의약품 제조업,"5,229,489","13,073,722,500","2,500",원(KRW)
560,001630,종근당홀딩스,116409,기타 금융업,"5,009,861","12,524,652,500","2,500",원(KRW)
561,044380,주연테크,032603,컴퓨터 및 주변장치 제조업,"98,773,270","9,877,327,000","100",원(KRW)
562,013870,지엠비코리아,033003,자동차 신품 부품 제조업,"19,072,280","9,536,140,000","500",원(KRW)
563,071320,지역난방공사,043503,"증기, 냉·온수 및 공기조절 공급업","11,578,744","57,893,720,000","5,000",원(KRW)
564,010580,지코,033003,자동차 신품 부품 제조업,"50,521,414","25,260,707,000","500",원(KRW)
565,035000,지투알,137105,회사 본부 및 경영 컨설팅 서비스업,"16,567,409","17,571,493,000","1,000",원(KRW)
566,088790,진도,074607,기타 전문 도매업,"12,447,744","6,223,872,000","500",원(KRW)
567,003780,진양산업,032202,플라스틱제품 제조업,"13,000,000","6,500,000,000","500",원(KRW)
568,010640,진양폴리우레탄,032001,기초 화학물질 제조업,"10,000,000","5,000,000,000","500",원(KRW)
569,100250,진양홀딩스,116409,기타 금융업,"55,895,292","27,947,646,000","500",원(KRW)
570,051630,진양화학,032202,플라스틱제품 제조업,"12,000,000","6,000,000,000","500",원(KRW)
571,272450,진에어,085101,항공 여객 운송업,"30,000,000","30,000,000,000","1,000",원(KRW)
572,011000,진원생명과학,032102,의약품 제조업,"21,174,063","21,174,063,000","1,000",원(KRW)
573,002780,진흥기업,064102,토목 건설업,"145,471,745","73,311,885,500","500",원(KRW)
574,009310,참엔지니어링,032902,특수 목적용 기계 제조업,"49,189,958","25,019,977,500","500",원(KRW)
575,000650,천일고속,084902,육상 여객 운송업,"1,429,220","7,146,100,000","5,000",원(KRW)
576,012600,청호컴넷,032901,일반 목적용 기계 제조업,"8,376,352","41,881,760,000","5,000",원(KRW)
577,033250,체시스,033003,자동차 신품 부품 제조업,"24,000,000","12,000,000,000","500",원(KRW)
578,035720,카카오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","83,387,773","41,743,886,500","500",원(KRW)
579,006380,카프로,032001,기초 화학물질 제조업,"40,000,000","20,000,000,000","500",원(KRW)
580,109070,컨버즈,031702,"골판지, 종이 상자 및 종이용기 제조업","12,174,274","6,087,137,000","500",원(KRW)
581,029460,케이씨,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","13,554,044","6,777,022,000","500",원(KRW)
582,002380,케이씨씨,032004,기타 화학제품 제조업,"10,556,513","56,434,870,000","5,000",원(KRW)
583,281820,케이씨텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","19,839,340","9,919,670,000","500",원(KRW)
584,009070,케이씨티시,084903,도로 화물 운송업,"30,000,000","15,000,000,000","500",원(KRW)
585,145270,케이탑리츠,126801,부동산 임대 및 공급업,"44,212,673","44,212,673,000","1,000",원(KRW)
586,030200,케이티,106102,전기 통신업,"261,111,808","1,564,498,835,000","5,000",원(KRW)
587,058860,케이티스,106309,기타 정보 서비스업,"34,802,000","17,401,000,000","500",원(KRW)
588,053210,케이티스카이라이프,106002,텔레비전 방송업,"47,821,966","119,554,915,000","2,500",원(KRW)
589,033780,케이티앤지,031201,담배 제조업,"137,292,497","954,959,485,000","5,000",원(KRW)
590,007810,코리아써키트,032602,전자부품 제조업,"23,620,751","13,684,570,000","500",원(KRW)
591,152330,코리아오토글라스,032301,유리 및 유리제품 제조업,"20,000,000","100,000,000,000","5,000",원(KRW)
592,003690,코리안리,116502,재 보험업,"120,369,116","60,184,558,000","500",원(KRW)
593,192820,코스맥스,032004,기타 화학제품 제조업,"10,049,509","5,024,754,500","500",원(KRW)
594,044820,코스맥스비티아이,116409,기타 금융업,"9,603,921","4,801,960,500","500",원(KRW)
